year,category,nominee,workers,winner
1953,Film | British Actor in 1953,Ralph Richardson,The Sound Barrier,True
1986,Film | Original Screenplay in 1986,My Beautiful Laundrette,Hanif Kureishi,False
1986,Film | Original Screenplay in 1986,Witness,"Earl W Wallace, William Kelley",False
1986,Film | Production Design in 1986,Brazil,Norman Garwood,True
1986,Film | Production Design in 1986,Amadeus,Patrizia Von Brandenstein,False
1986,Film | Production Design in 1986,Back To The Future,Lawrence G Paull,False
1986,Film | Production Design in 1986,A Passage To India,John Box,False
1987,Film | Achievement in Direction in 1987,Hannah And Her Sisters,Woody Allen,True
1987,Film | Achievement in Direction in 1987,The Mission,Roland Joffé,False
1987,Film | Achievement in Direction in 1987,Mona Lisa,Neil Jordan,False
1987,Film | Achievement in Direction in 1987,A Room With A View,James Ivory,False
1987,Film | Actor in a Leading Role in 1987,Bob Hoskins,Mona Lisa,True
1987,Film | Actor in a Leading Role in 1987,Woody Allen,Hannah And Her Sisters,False
1987,Film | Actor in a Leading Role in 1987,Michael Caine,Hannah And Her Sisters,False
1987,Film | Actor in a Leading Role in 1987,Paul Hogan,Crocodile Dundee,False
1987,Film | Actor in a Supporting Role in 1987,Ray McAnally,The Mission,True
1987,Film | Actor in a Supporting Role in 1987,Klaus Maria Brandauer,Out Of Africa,False
1987,Film | Actor in a Supporting Role in 1987,Simon Callow,A Room With A View,False
1987,Film | Actor in a Supporting Role in 1987,Denholm Elliott,A Room With A View,False
1987,Film | Actress in a Leading Role in 1987,Maggie Smith,A Room With A View,True
1987,Film | Actress in a Leading Role in 1987,Mia Farrow,Hannah And Her Sisters,False
1987,Film | Actress in a Leading Role in 1987,Meryl Streep,Out Of Africa,False
1987,Film | Actress in a Leading Role in 1987,Cathy Tyson,Mona Lisa,False
1987,Film | Actress in a Supporting Role in 1987,Judi Dench,A Room With A View,True
1987,Film | Actress in a Supporting Role in 1987,Rosanna Arquette,After Hours,False
1987,Film | Actress in a Supporting Role in 1987,Barbara Hershey,Hannah And Her Sisters,False
1987,Film | Actress in a Supporting Role in 1987,Rosemary Leach,A Room With A View,False
1987,Film | Adapted Screenplay in 1987,Kurt Luedtke,Out Of Africa,True
1987,Film | Adapted Screenplay in 1987,"Hesper Anderson, Mark Medoff",Children Of A Lesser God,False
1987,Film | Adapted Screenplay in 1987,Menno Mayjes,The Color Purple,False
1987,Film | Adapted Screenplay in 1987,"Akira Kurosawa, Hideo Oguni, Masato Ide",Ran,False
1987,Film | Adapted Screenplay in 1987,Ruth Prawer Jhabvala,A Room With A View,False
1987,Film | Editing in 1987,The Mission,Jim Clark,True
1987,Film | Editing in 1987,Hannah And Her Sisters,Susan E Morse,False
1987,Film | Editing in 1987,Mona Lisa,Lesley Walker,False
1987,Film | Editing in 1987,A Room With A View,Humphrey Dixon,False
1987,Film | Foreign Language Film in 1987,Ran,"Serge Silberman, Masato Hara, Akira Kurosawa",True
1987,Film | Foreign Language Film in 1987,Betty Blue (37°2 Le Matin),Jean-Jacques Beineix,False
1987,Film | Foreign Language Film in 1987,Ginger And Fred (Ginger E Fred),"Alberto Grimaldi, Federico Fellini",False
1987,Film | Foreign Language Film in 1987,Othello (Otello),"Menahem Golan, Yoram Globus, Franco Zeffirelli",False
1987,Film | Original Screenplay in 1987,Hannah And Her Sisters,Woody Allen,True
1987,Film | Original Screenplay in 1987,Crocodile Dundee,"Paul Hogan, Ken Shadie, John Cornell",False
1987,Film | Original Screenplay in 1987,The Mission,Robert Bolt,False
1987,Film | Original Screenplay in 1987,Mona Lisa,"Neil Jordan, David Leland",False
1987,Film | Production Design in 1987,A Room With A View,"Gianni Quaranta, Brian Ackland-Snow",True
1987,Film | Production Design in 1987,Aliens,Peter Lamont,False
1987,Film | Production Design in 1987,The Mission,Stuart Craig,False
1987,Film | Production Design in 1987,Ran,"Yoshiro Muraki, Shinobu Muraki",False
1988,Film | Achievement in Direction in 1988,Platoon,Oliver Stone,True
1988,Film | Achievement in Direction in 1988,Cry Freedom,Richard Attenborough,False
1988,Film | Achievement in Direction in 1988,Hope And Glory,John Boorman,False
1988,Film | Achievement in Direction in 1988,Jean De Florette,Claude Berri,False
1988,Film | Actor in a Leading Role in 1988,Sean Connery,The Name Of The Rose,True
1988,Film | Actor in a Leading Role in 1988,Gerard Depardieu,Jean De Florette,False
1988,Film | Actor in a Leading Role in 1988,Yves Montand,Jean De Florette,False
1988,Film | Actor in a Leading Role in 1988,Gary Oldman,Prick Up Your Ears,False
1988,Film | Actor in a Supporting Role in 1988,Daniel Auteuil,Jean De Florette,True
1988,Film | Actor in a Supporting Role in 1988,Ian Bannen,Hope And Glory,False
1988,Film | Actor in a Supporting Role in 1988,Sean Connery,The Untouchables,False
1988,Film | Actor in a Supporting Role in 1988,John Thaw,Cry Freedom,False
1988,Film | Actress in a Leading Role in 1988,Anne Bancroft,84 Charing Cross Road,True
1988,Film | Actress in a Leading Role in 1988,Emily Lloyd,Wish You Were Here,False
1988,Film | Actress in a Leading Role in 1988,Sarah Miles,Hope And Glory,False
1988,Film | Actress in a Leading Role in 1988,Julie Walters,Personal Services,False
1988,Film | Actress in a Supporting Role in 1988,Susan Wooldridge,Hope And Glory,True
1988,Film | Actress in a Supporting Role in 1988,Judi Dench,84 Charing Cross Road,False
1988,Film | Actress in a Supporting Role in 1988,Vanessa Redgrave,Prick Up Your Ears,False
1988,Film | Actress in a Supporting Role in 1988,Dianne Wiest,Radio Days,False
1988,Film | Adapted Screenplay in 1988,"Claude Berri, Gerard Brach",Jean De Florette,True
1988,Film | Adapted Screenplay in 1988,Hugh Whitemore,84 Charing Cross Road,False
1988,Film | Adapted Screenplay in 1988,Christine Edzard,Little Dorrit,False
1988,Film | Adapted Screenplay in 1988,Alan Bennett,Prick Up Your Ears,False
1988,Film | Editing in 1988,Platoon,Claire Simpson,True
1988,Film | Editing in 1988,Cry Freedom,Lesley Walker,False
1988,Film | Editing in 1988,Hope And Glory,Ian Crafford,False
1988,Film | Editing in 1988,Radio Days,Susan E Morse,False
1988,Film | Foreign Language Film in 1988,The Sacrifice (Offret),"Anna-Lena Wibom, Andrei Tarkovsky",True
1988,Film | Foreign Language Film in 1988,Jean De Florette,Claude Berri,False
1988,Film | Foreign Language Film in 1988,Manon Of The Spring (Manon Des Sources),Claude Berri,False
1988,Film | Foreign Language Film in 1988,My Life As A Dog (Mitt Liv Som Hund),"Waldemar Bergendahl, Lasse Halström",False
1988,Film | Original Screenplay in 1988,Wish You Were Here,David Leland,True
1988,Film | Original Screenplay in 1988,Hope And Glory,John Boorman,False
1988,Film | Original Screenplay in 1988,Personal Services,David Leland,False
1988,Film | Original Screenplay in 1988,Radio Days,Woody Allen,False
1988,Film | Production Design in 1988,Radio Days,Santo Loquasto,True
1988,Film | Production Design in 1988,Hope And Glory,Anthony Pratt,False
1988,Film | Production Design in 1988,Jean De Florette,Bernard Vezat,False
1988,Film | Production Design in 1988,The Untouchables,William A Elliott,False
1989,Film | Achievement in Direction in 1989,"Goodbye, Children (Au Revoir Les Enfants)",Louis Malle,True
1989,Film | Achievement in Direction in 1989,Babette's Feast (Babettes Gæstebud),Gabriel Axel,False
1989,Film | Achievement in Direction in 1989,A Fish Called Wanda,Charles Crichton,False
1989,Film | Achievement in Direction in 1989,The Last Emperor,Bernardo Bertolucci,False
1989,Film | Actor in a Leading Role in 1989,John Cleese,A Fish Called Wanda,True
1989,Film | Actor in a Leading Role in 1989,Michael Douglas,Fatal Attraction,False
1989,Film | Actor in a Leading Role in 1989,Kevin Kline,A Fish Called Wanda,False
1989,Film | Actor in a Leading Role in 1989,Robin Williams,"Good Morning, Vietnam",False
1989,Film | Actor in a Supporting Role in 1989,Michael Palin,A Fish Called Wanda,True
1989,Film | Actor in a Supporting Role in 1989,Joss Ackland,White Mischief,False
1989,Film | Actor in a Supporting Role in 1989,Peter O'Toole,The Last Emperor,False
1989,Film | Actor in a Supporting Role in 1989,David Suchet,A World Apart,False
1989,Film | Actress in a Leading Role in 1989,Maggie Smith,The Lonely Passion Of Judith Hearne,True
1989,Film | Actress in a Leading Role in 1989,Stéphane Audran,Babette's Feast (Babettes Gæstebud),False
1989,Film | Actress in a Leading Role in 1989,Cher,Moonstruck,False
1989,Film | Actress in a Leading Role in 1989,Jamie Lee Curtis,A Fish Called Wanda,False
1989,Film | Actress in a Supporting Role in 1989,Judi Dench,A Handful Of Dust,True
1989,Film | Actress in a Supporting Role in 1989,Maria Aitken,A Fish Called Wanda,False
1989,Film | Actress in a Supporting Role in 1989,Anne Archer,Fatal Attraction,False
1989,Film | Actress in a Supporting Role in 1989,Olympia Dukakis,Moonstruck,False
1989,Film | Adapted Screenplay in 1989,"Jean-Claude Carrière, Philip Kaufman",The Unbearable Lightness Of Being,True
1989,Film | Adapted Screenplay in 1989,Gabriel Axel,Babette's Feast (Babettes Gæstebud),False
1989,Film | Adapted Screenplay in 1989,Tom Stoppard,Empire Of The Sun,False
1989,Film | Adapted Screenplay in 1989,"Jeffrey Price, Peter S Seaman",Who Framed Roger Rabbit?,False
1989,Film | Editing in 1989,Fatal Attraction,"Michael Kahn, Peter E Berger",True
1989,Film | Editing in 1989,A Fish Called Wanda,John Jympson,False
1989,Film | Editing in 1989,The Last Emperor,Gabriella Cristiani,False
1989,Film | Editing in 1989,Who Framed Roger Rabbit?,Arthur Schmidt,False
1989,Film | Film Not in the English Language in 1989,Babette's Feast (Babettes Gæstebud),"Just Betzer, Bo Christensen, Gabriel Axel",True
1989,Film | Film Not in the English Language in 1989,"Goodbye, Children (Au Revoir Les Enfants)",Louis Malle,False
1989,Film | Film Not in the English Language in 1989,Wings Of Desire (Der Himmel Über Berlin),"Wim Wenders, Anatole Dauman",False
1989,Film | Film Not in the English Language in 1989,Dark Eyes (Oci Ciornie),"Silvia D'Amico Bendico, Carlo Cucchi, Nikita Mikhalkov",False
1989,Film | Original Screenplay in 1989,A World Apart,Shawn Slovo,True
1989,Film | Original Screenplay in 1989,"Goodbye, Children (Au Revoir Les Enfants)",Louis Malle,False
1989,Film | Original Screenplay in 1989,A Fish Called Wanda,John Cleese,False
1989,Film | Original Screenplay in 1989,Moonstruck,John Patrick Shanley,False
1989,Film | Production Design in 1989,Tucker: The Man And His Dream,Dean Tavoularis,True
1989,Film | Production Design in 1989,Empire Of The Sun,Norman Reynolds,False
1989,Film | Production Design in 1989,The Last Emperor,Ferdinando Scarfiotti,False
1989,Film | Production Design in 1989,Who Framed Roger Rabbit?,Elliott Scott,False
1990,Film | Achievement in Direction in 1990,Henry V,Kenneth Branagh,True
1990,Film | Achievement in Direction in 1990,Dangerous Liaisons,Stephen Frears,False
1990,Film | Achievement in Direction in 1990,Dead Poets Society,Peter Weir,False
1990,Film | Achievement in Direction in 1990,Mississippi Burning,Alan Parker,False
1990,Film | Actor in a Leading Role in 1990,Daniel Day-Lewis,My Left Foot,True
1990,Film | Actor in a Leading Role in 1990,Kenneth Branagh,Henry V,False
1990,Film | Actor in a Leading Role in 1990,Dustin Hoffman,Rain Man,False
1990,Film | Actor in a Leading Role in 1990,Robin Williams,Dead Poets Society,False
1990,Film | Actor in a Supporting Role in 1990,Ray McAnally,My Left Foot,True
1990,Film | Actor in a Supporting Role in 1990,Marlon Brando,A Dry White Season,False
1990,Film | Actor in a Supporting Role in 1990,Sean Connery,Indiana Jones And The Last Crusade,False
1990,Film | Actor in a Supporting Role in 1990,Jack Nicholson,Batman,False
1990,Film | Actress in a Leading Role in 1990,Pauline Collins,Shirley Valentine,True
1990,Film | Actress in a Leading Role in 1990,Glenn Close,Dangerous Liaisons,False
1990,Film | Actress in a Leading Role in 1990,Jodie Foster,The Accused,False
1990,Film | Actress in a Leading Role in 1990,Melanie Griffith,Working Girl,False
1990,Film | Actress in a Supporting Role in 1990,Michelle Pfeiffer,Dangerous Liaisons,True
1990,Film | Actress in a Supporting Role in 1990,Peggy Ashcroft,Madame Sousatzka,False
1990,Film | Actress in a Supporting Role in 1990,Laura San Giacomo,"Sex, Lies And Videotape",False
1990,Film | Actress in a Supporting Role in 1990,Sigourney Weaver,Working Girl,False
1990,Film | Adapted Screenplay in 1990,Christopher Hampton,Dangerous Liaisons,True
1990,Film | Adapted Screenplay in 1990,"Frank Galati, Lawrence Kasdan",The Accidental Tourist,False
1990,Film | Adapted Screenplay in 1990,"Shane Connaughton, Jim Sheridan",My Left Foot,False
1990,Film | Adapted Screenplay in 1990,Willy Russell,Shirley Valentine,False
1990,Film | Editing in 1990,Mississippi Burning,Gerry Hambling,True
1990,Film | Editing in 1990,Dangerous Liaisons,Mick Audsley,False
1990,Film | Editing in 1990,Dead Poets Society,William Anderson,False
1990,Film | Editing in 1990,Rain Man,Stu Linder,False
1990,Film | Film Not in the English Language in 1990,Life And Nothing But (La Vie Et Rien D'Autre),"René Cleitman, Bertrand Tavernier",True
1990,Film | Film Not in the English Language in 1990,Pelle The Conqueror (Pelle Erobreren),"Per Holst, Bille August",False
1990,Film | Film Not in the English Language in 1990,Salaam Bombay,Mira Nair,False
1990,Film | Film Not in the English Language in 1990,Women On The Verge Of A Nervous Breakdown (Mujeres Al Borde De Un Ataque De Nervios ),"Agustín Almodóvar, Pedro Almodóvar",False
1990,Film | Original Screenplay in 1990,When Harry Met Sally,Nora Ephron,True
1990,Film | Original Screenplay in 1990,Dead Poets Society,Tom Schulman,False
1990,Film | Original Screenplay in 1990,Rain Man,"Ronald Bass, Barry Morrow",False
1990,Film | Original Screenplay in 1990,"Sex, Lies And Videotape",Steven Soderbergh,False
1990,Film | Production Design in 1990,The Adventures Of Baron Munchausen,Dante Ferretti,True
1990,Film | Production Design in 1990,Batman,Anton Furst,False
1990,Film | Production Design in 1990,Dangerous Liaisons,Stuart Craig,False
1990,Film | Production Design in 1990,Henry V,Tim Harvey,False
1991,Film | Achievement in Direction in 1991,Goodfellas,Martin Scorsese,True
1991,Film | Achievement in Direction in 1991,Cinema Paradiso,Giuseppe Tornatore,False
1991,Film | Achievement in Direction in 1991,Crimes And Misdemeanors,Woody Allen,False
1991,Film | Achievement in Direction in 1991,Driving Miss Daisy,Bruce Beresford,False
1991,Film | Actor in a Leading Role in 1991,Philippe Noiret,Cinema Paradiso,True
1991,Film | Actor in a Leading Role in 1991,Sean Connery,The Hunt For Red October,False
1991,Film | Actor in a Leading Role in 1991,Tom Cruise,Born On The Fourth Of July,False
1991,Film | Actor in a Leading Role in 1991,Robert De Niro,Goodfellas,False
1991,Film | Actor in a Supporting Role in 1991,Salvatore Cascio,Cinema Paradiso,True
1991,Film | Actor in a Supporting Role in 1991,Alan Alda,Crimes And Misdemeanors,False
1991,Film | Actor in a Supporting Role in 1991,John Hurt,The Field,False
1991,Film | Actor in a Supporting Role in 1991,Al Pacino,Dick Tracy,False
1991,Film | Actress in a Leading Role in 1991,Jessica Tandy,Driving Miss Daisy,True
1991,Film | Actress in a Leading Role in 1991,Shirley MacLaine,Postcards From The Edge,False
1991,Film | Actress in a Leading Role in 1991,Michelle Pfeiffer,The Fabulous Baker Boys,False
1991,Film | Actress in a Leading Role in 1991,Julia Roberts,Pretty Woman,False
1991,Film | Actress in a Supporting Role in 1991,Whoopi Goldberg,Ghost,True
1991,Film | Actress in a Supporting Role in 1991,Anjelica Huston,Crimes And Misdemeanors,False
1991,Film | Actress in a Supporting Role in 1991,Shirley MacLaine,Steel Magnolias,False
1991,Film | Actress in a Supporting Role in 1991,Billie Whitelaw,The Krays,False
1991,Film | Adapted Screenplay in 1991,"Nicholas Pileggi, Martin Scorsese",Goodfellas,True
1991,Film | Adapted Screenplay in 1991,"Oliver Stone, Ron Kovic",Born On The Fourth Of July,False
1991,Film | Adapted Screenplay in 1991,Alfred Uhry,Driving Miss Daisy,False
1991,Film | Adapted Screenplay in 1991,Carrie Fisher,Postcards From The Edge,False
1991,Film | Adapted Screenplay in 1991,Michael Leeson,War Of The Roses,False
1991,Film | Editing in 1991,Goodfellas,Thelma Schoonmaker,True
1991,Film | Editing in 1991,Cinema Paradiso,Mario Morra,False
1991,Film | Editing in 1991,Crimes And Misdemeanors,Susan Morse,False
1991,Film | Editing in 1991,Dick Tracy,Richard Marks,False
1991,Film | Film Not in the English Language in 1991,Cinema Paradiso,"Franco Cristaldi, Giuseppe Tornatore",True
1991,Film | Film Not in the English Language in 1991,Jesus Of Montreal (Jésus De Montréal),"Roger Frappier, Pierre Gendron, Denys Arcand",False
1991,Film | Film Not in the English Language in 1991,Milou In May  (Milou En Mai),Louis Malle,False
1991,Film | Film Not in the English Language in 1991,Romeo And Juliet (Romuald Et Juliette),"Jean-Louis Piel, Philippe Carcassonne, Coline Serreau",False
1991,Film | Original Screenplay in 1991,Cinema Paradiso,Giuseppe Tornatore,True
1991,Film | Original Screenplay in 1991,Crimes And Misdemeanors,Woody Allen,False
1991,Film | Original Screenplay in 1991,Ghost,Bruce Joel Rubin,False
1991,Film | Original Screenplay in 1991,Pretty Woman,JF Lawton,False
1991,Film | Production Design in 1991,Dick Tracy,Richard Sylbert,True
1991,Film | Production Design in 1991,Cinema Paradiso,Andrea Crisanti,False
1991,Film | Production Design in 1991,The Hunt For Red October,Terence Marsh,False
1991,Film | Production Design in 1991,Sheltering Sky,Gianni Silvestri,False
1992,Film | Actor in a Leading Role in 1992,Anthony Hopkins,The Silence Of The Lambs,True
1992,Film | Actor in a Leading Role in 1992,Kevin Costner,Dances With Wolves,False
1992,Film | Actor in a Leading Role in 1992,Gerard Depardieu,Cyrano De Bergerac,False
1992,Film | Actor in a Leading Role in 1992,Alan Rickman,"Truly, Madly, Deeply",False
1992,Film | Actor in a Supporting Role in 1992,Alan Rickman,Robin Hood: Prince Of Thieves,True
1992,Film | Actor in a Supporting Role in 1992,Alan Bates,Hamlet,False
1992,Film | Actor in a Supporting Role in 1992,Derek Jacobi,Dead Again,False
1992,Film | Actor in a Supporting Role in 1992,Andrew Strong,The Commitments,False
1992,Film | Actress in a Leading Role in 1992,Jodie Foster,The Silence Of The Lambs,True
1992,Film | Actress in a Leading Role in 1992,Geena Davis,Thelma And Louise,False
1992,Film | Actress in a Leading Role in 1992,Susan Sarandon,Thelma And Louise,False
1992,Film | Actress in a Leading Role in 1992,Juliet Stevenson,"Truly, Madly, Deeply",False
1992,Film | Actress in a Supporting Role in 1992,Kate Nelligan,Frankie And Johnny,True
1992,Film | Actress in a Supporting Role in 1992,Annette Bening,The Grifters,False
1992,Film | Actress in a Supporting Role in 1992,Amanda Plummer,The Fisher King,False
1992,Film | Actress in a Supporting Role in 1992,Julie Walters,Stepping Out,False
1992,Film | Adapted Screenplay in 1992,"Dick Clement, Ian La Frenais, Roddy Doyle",The Commitments,True
1992,Film | Adapted Screenplay in 1992,"Jean-Paul Rappeneau, Jean-Claude Carrière",Cyrano De Bergerac,False
1992,Film | Adapted Screenplay in 1992,Michael Blake,Dances With Wolves,False
1992,Film | Adapted Screenplay in 1992,Ted Tally,The Silence Of The Lambs,False
1992,Film | Editing in 1992,The Commitments,Gerry Hambling,True
1992,Film | Editing in 1992,Dances With Wolves,Neil Travis,False
1992,Film | Editing in 1992,The Silence Of The Lambs,Craig McKay,False
1992,Film | Editing in 1992,Thelma And Louise,Thom Noble,False
1992,Film | Film Not in the English Language in 1992,The Nasty Girl (Das Schreckliche Mädchen),Michael Verhoeven,True
1992,Film | Film Not in the English Language in 1992,Cyrano De Bergerac,"Rene Cleitman, Michel Seydoux, Jean-Paul Rappeneau",False
1992,Film | Film Not in the English Language in 1992,The Hairdresser's Husband (Le Mari De La Coiffeuse),"Thierry de Ganay, Patrice Leconte",False
1992,Film | Film Not in the English Language in 1992,Toto The Hero (Toto Le Héros),"Pierre Drouot, Dany Geys, Jaco Van Dormael",False
1992,Film | Original Screenplay in 1992,"Truly, Madly, Deeply",Anthony Minghella,True
1992,Film | Original Screenplay in 1992,The Fisher King,Richard LaGravenese,False
1992,Film | Original Screenplay in 1992,Green Card,Peter Weir,False
1992,Film | Original Screenplay in 1992,Thelma And Louise,Callie Khouri,False
1992,Film | Production Design in 1992,Edward Scissorhands,Bo Welch,True
1992,Film | Production Design in 1992,The Addams Family,Richard MacDonald,False
1992,Film | Production Design in 1992,Cyrano De Bergerac,Ezio Frigerio,False
1992,Film | Production Design in 1992,Terminator 2: Judgement Day,Joseph Nemec III,False
1993,Film | Actor in a Leading Role in 1993,Robert Downey Jr.,Chaplin,True
1993,Film | Actor in a Leading Role in 1993,Daniel Day-Lewis,The Last Of The Mohicans,False
1993,Film | Actor in a Leading Role in 1993,Stephen Rea,The Crying Game,False
1993,Film | Actor in a Leading Role in 1993,Tim Robbins,The Player,False
1993,Film | Actor in a Supporting Role in 1993,Gene Hackman,Unforgiven,True
1993,Film | Actor in a Supporting Role in 1993,Jaye Davidson,The Crying Game,False
1993,Film | Actor in a Supporting Role in 1993,Tommy Lee Jones,JFK,False
1993,Film | Actor in a Supporting Role in 1993,Samuel West,Howards End,False
1993,Film | Actress in a Leading Role in 1993,Emma Thompson,Howards End,True
1993,Film | Actress in a Leading Role in 1993,Judy Davis,Husbands And Wives,False
1993,Film | Actress in a Leading Role in 1993,Tara Morice,Strictly Ballroom,False
1993,Film | Actress in a Leading Role in 1993,Jessica Tandy,Fried Green Tomatoes At The Whistle Stop Café,False
1993,Film | Actress in a Supporting Role in 1993,Miranda Richardson,Damage,True
1993,Film | Actress in a Supporting Role in 1993,Kathy Bates,Fried Green Tomatoes At The Whistle Stop Café,False
1993,Film | Actress in a Supporting Role in 1993,Helena Bonham Carter,Howards End,False
1993,Film | Actress in a Supporting Role in 1993,Miranda Richardson,The Crying Game,False
1993,Film | Adapted Screenplay in 1993,Michael Tolkin,The Player,True
1993,Film | Adapted Screenplay in 1993,Ruth Prawer Jhabvala,Howards End,False
1993,Film | Adapted Screenplay in 1993,"Oliver Stone, Zachary Sklar",JFK,False
1993,Film | Adapted Screenplay in 1993,"Baz Luhrmann, Craig Pearce",Strictly Ballroom,False
1993,Film | Editing in 1993,JFK,"Joe Hutshing, Pietro Scalia",True
1993,Film | Editing in 1993,Cape Fear,Thelma Schoonmaker,False
1993,Film | Editing in 1993,Howards End,Andrew Marcus,False
1993,Film | Editing in 1993,The Player,Geraldine Peroni,False
1993,Film | Editing in 1993,Strictly Ballroom,Jill Bilcock,False
1993,Film | Film Not in the English Language in 1993,Raise The Red Lantern (Da Hong Deng Long Gao Gao Gua),"Chiu Fu-Sheng, Zhang Yimou",True
1993,Film | Film Not in the English Language in 1993,The Lovers On The Bridge (Les Amants Du Pont Neuf),"Christian Fechner, Leos Carax",False
1993,Film | Film Not in the English Language in 1993,Delicatessen,"Claudie Ossard, Jean-Pierre Jeunet, Marc Caro",False
1993,Film | Film Not in the English Language in 1993,"Europa, Europa","Artur Brauner, Margaret Menegoz, Agnieszka Holland",False
1993,Film | Original Screenplay in 1993,Husbands And Wives,Woody Allen,True
1993,Film | Original Screenplay in 1993,The Crying Game,Neil Jordan,False
1993,Film | Original Screenplay in 1993,Hear My Song,"Peter Chelsom, Adrian Dunbar",False
1993,Film | Original Screenplay in 1993,Unforgiven,David Webb Peoples,False
1993,Film | Production Design in 1993,Strictly Ballroom,Catherine Martin,True
1993,Film | Production Design in 1993,Chaplin,Stuart Craig,False
1993,Film | Production Design in 1993,Howards End,Luciana Arrighi,False
1993,Film | Production Design in 1993,The Last Of The Mohicans,Wolf Kroeger,False
1994,Film | Actor in a Leading Role in 1994,Anthony Hopkins,The Remains Of The Day,True
1994,Film | Actor in a Leading Role in 1994,Daniel Day-Lewis,In The Name Of The Father,False
1994,Film | Actor in a Leading Role in 1994,Anthony Hopkins,Shadowlands,False
1994,Film | Actor in a Leading Role in 1994,Liam Neeson,Schindler's List,False
1994,Film | Actor in a Supporting Role in 1994,Ralph Fiennes,Schindler's List,True
1994,Film | Actor in a Supporting Role in 1994,Ben Kingsley,Schindler's List,False
1994,Film | Actor in a Supporting Role in 1994,Tommy Lee Jones,The Fugitive,False
1994,Film | Actor in a Supporting Role in 1994,John Malkovich,In The Line Of Fire,False
1994,Film | Actress in a Leading Role in 1994,Holly Hunter,The Piano,True
1994,Film | Actress in a Leading Role in 1994,Miranda Richardson,Tom And Viv,False
1994,Film | Actress in a Leading Role in 1994,Emma Thompson,The Remains Of The Day,False
1994,Film | Actress in a Leading Role in 1994,Debra Winger,Shadowlands,False
1994,Film | Actress in a Supporting Role in 1994,Miriam Margolyes,The Age Of Innocence,True
1994,Film | Actress in a Supporting Role in 1994,Holly Hunter,The Firm,False
1994,Film | Actress in a Supporting Role in 1994,Winona Ryder,The Age Of Innocence,False
1994,Film | Actress in a Supporting Role in 1994,Maggie Smith,The Secret Garden,False
1994,Film | Adapted Screenplay in 1994,Steven Zaillian,Schindler's List,True
1994,Film | Adapted Screenplay in 1994,"Terry George, Jim Sheridan",In The Name Of The Father,False
1994,Film | Adapted Screenplay in 1994,Ruth Prawer Jhabvala,The Remains Of The Day,False
1994,Film | Adapted Screenplay in 1994,Bo Goldman,Scent Of A Woman,False
1994,Film | Adapted Screenplay in 1994,William Nicholson,Shadowlands,False
1994,Film | Editing in 1994,Schindler's List,Michael Kahn,True
1994,Film | Editing in 1994,The Fugitive,"Dennis Virkler, David Finfer, Dean Goodhill, Don Brochu, Richard Nord, Dov Hoenig",False
1994,Film | Editing in 1994,In The Line Of Fire,Anne V Coates,False
1994,Film | Editing in 1994,The Piano,Veronika Jenet,False
1994,Film | Film Not in the English Language in 1994,Farewell My Concubine (Ba Wang Bie Ji),"Hsu Feng, Chen Kaige",True
1994,Film | Film Not in the English Language in 1994,A Heart In Winter (Un Coeur En Hiver),"Jean-Louis Livi, Philippe Carcassonne, Claude Sautet",False
1994,Film | Film Not in the English Language in 1994,Like Water For Chocolate (Como Agua Para Chocolate),Alfonso Arau,False
1994,Film | Film Not in the English Language in 1994,Indochina (Indochine),"Eric Heumann, Regis Wargnier",False
1994,Film | Original Screenplay in 1994,Groundhog Day,"Danny Rubin, Harold Ramis",True
1994,Film | Original Screenplay in 1994,In The Line Of Fire,Jeff Maguire,False
1994,Film | Original Screenplay in 1994,The Piano,Jane Campion,False
1994,Film | Original Screenplay in 1994,Sleepless In Seattle,"Nora Ephron, David S Ward, Jeff Arch",False
1994,Film | Production Design in 1994,The Piano,Andrew McAlpine,True
1994,Film | Production Design in 1994,The Age Of Innocence,Dante Ferretti,False
1994,Film | Production Design in 1994,Bram Stoker's Dracula,Thomas Sanders,False
1994,Film | Production Design in 1994,Schindler's List,Allan Starski,False
1995,Film | Actor in a Leading Role in 1995,Hugh Grant,Four Weddings And A Funeral,True
1995,Film | Actor in a Leading Role in 1995,Tom Hanks,Forrest Gump,False
1995,Film | Actor in a Leading Role in 1995,Terence Stamp,"The Adventures Of Priscilla, Queen Of The Desert",False
1995,Film | Actor in a Leading Role in 1995,John Travolta,Pulp Fiction,False
1995,Film | Actor in a Supporting Role in 1995,Samuel L Jackson,Pulp Fiction,True
1995,Film | Actor in a Supporting Role in 1995,Simon Callow,Four Weddings And A Funeral,False
1995,Film | Actor in a Supporting Role in 1995,John Hannah,Four Weddings And A Funeral,False
1995,Film | Actor in a Supporting Role in 1995,Paul Scofield,Quiz Show,False
1995,Film | Actress in a Leading Role in 1995,Susan Sarandon,The Client,True
1995,Film | Actress in a Leading Role in 1995,Linda Fiorentino,The Last Seduction,False
1995,Film | Actress in a Leading Role in 1995,Irène Jacob,Three Colours Red (Trois Couleurs: Rouge),False
1995,Film | Actress in a Leading Role in 1995,Uma Thurman,Pulp Fiction,False
1995,Film | Actress in a Supporting Role in 1995,Kristin Scott Thomas,Four Weddings And A Funeral,True
1995,Film | Actress in a Supporting Role in 1995,Charlotte Coleman,Four Weddings And A Funeral,False
1995,Film | Actress in a Supporting Role in 1995,Sally Field,Forrest Gump,False
