id,year,category,nominee,staff,company,producer,win
5082,2011, Children's Program,Degrassi,"Linda Schuyler, Executive Producer Stephen Stohn, Executive Producer Brendon Yorke, Executive Producer Stephanie Williams, Supervising Producer David Lowe, Producer Stefan Brogren, Producer",TeenNick,Epitome Pictures in association with Nickelodeon,False
5083,2011, Children's Program,iCarly,"Dan Schneider, Executive Producer Robin Weiner, Supervising Producer George Doty IV,  Supervising Producer Joe Catania, Producer Bruce Rand Berman, Produced By",Nickelodeon,Nickelodeon Productions,False
5084,2011, Children's Program,Victorious,"Dan Schneider, Executive Producer Robin Weiner, Supervising Producer Joe Catania, Producer Bruce Rand Berman, Produced By",Nickelodeon,"Nickelodeon in association with Schneider's Bakery, Sony Music, and Rocart Inc.",False
5085,2011, Children's Program,Wizards Of Waverly Place,"Todd J. Greenwald, Executive Producer Vince Cheung, Executive Producer Ben Montanio, Executive Producer Gigi McCreery, Co-Executive Producer Perry Rein, Co-Executive Producer Richard Goodman, Supervising Producer Greg A. Hampson, Produced By",Disney Channel,It's A Laugh Productions,False
5086,2011, Children's Program,A Child's Garden Of Poetry,"Sheila Nevins, Executive Producer Jacqueline Glover, Supervising Producer Amy Schatz, Produced By Beth Aala, Producer Beth Levison, Producer",HBO,HBO Family in association with The Poetry Foundation,True
5087,2011, Cinematography For A Miniseries Or Movie,Mildred Pierce,"Ed Lachman, ASC",HBO,A Killer Films/John Wells Production in association with Metro-Goldwyn-Mayer and HBO Miniseries,False
5088,2011, Cinematography For A Miniseries Or Movie,The Kennedys,"David Moxness, C.S.C",ReelzChannel,A Muse Entertainment Production in association with Asylum Entertainment,False
5089,2011, Cinematography For A Miniseries Or Movie,Too Big To Fail,"Kramer Morgenthau, ASC",HBO,A Spring Creek and A Deuce Three Production in association with HBO Films,False
5090,2011, Cinematography For A Miniseries Or Movie,The Pillars Of The Earth,"Attila Szalay, HSC",Starz,Tandem Communications and Muse Entertainment in association with Scott Free Films,False
5091,2011, Cinematography For A Miniseries Or Movie,Downton Abbey,"David Katznelson, ",PBS,A Carnival / Masterpiece Co-Production,True
5103,2011, Cinematography For Nonfiction Programming,Gasland,"Josh Fox, Camera",HBO,An International WOW Company Production in association with HBO Documentary Films,False
5104,2011, Cinematography For Nonfiction Programming,If God Is Willing And Da Creek Don't Rise,"Cliff Charles, Director of Photography",HBO,40 Acres and A Mule Filmworks in association with HBO Documentary Films,False
5105,2011, Cinematography For Nonfiction Programming,American Masters,"Nicola Marsh, Director of Photography Arlene Nelson, Director of Photography",PBS,A Production of American Masters for THIRTEEN,False
5106,2011, Cinematography For Nonfiction Programming,Whale Wars,"Cinematography Team, i>",Animal Planet,"The Lizard Trading Company, LLC",False
5107,2011, Cinematography For Nonfiction Programming,Gettysburg,"Michael Snyman, Director of Photography",HISTORY,Produced by ScottFree Productions in association with Herzog & Company for HISTORY,False
5108,2011, Cinematography For Nonfiction Programming,Anthony Bourdain: No Reservations,"Zach Zamboni, Director of Photography Todd Liebler, Director of Photography",Travel Channel,"Zero Point Zero Production, Inc.",True
5136,2011, Directing For Nonfiction Programming,American Masters,"Martin Scorsese, Directed by Kent Jones, Directed by",PBS,A Production of American Masters for THIRTEEN,False
5137,2011, Directing For Nonfiction Programming,The Amazing Race,"Bertram van Munster, Directed by",CBS,World Race Productions Inc.,False
5138,2011, Directing For Nonfiction Programming,Top Chef,"Paul Starkman, Directed by",Bravo,Magical Elves,False
5139,2011, Directing For Nonfiction Programming,Becoming Chaz,"Fenton Bailey, Directed by Randy Barbato, Directed by",OWN,World of Wonder Productions,False
5140,2011, Directing For Nonfiction Programming,Gasland,"Josh Fox, Directed by",HBO,An International WOW Company Production in association with HBO Documentary Films,True
5316,2011," Special Visual Effects For A Miniseries, Movie Or A Special",Mildred Pierce,"Lesley Robson-Foster, Visual Effects Supervisor John Bair, Visual Effects Supervisor Renuka Ballal, Visual Effects Producer Nathan Meier, CGI Artist Constance Conrad, Compositor Marci Ichimura, Compositor Josephine Noh, Compositor Aaron Raff, Compositor Scott Winston, Compositor",HBO,A Killer Films/John Wells Production in association with Metro-Goldwyn-Mayer and HBO Miniseries,False
5317,2011," Special Visual Effects For A Miniseries, Movie Or A Special",The Pillars Of The Earth,"Viktor Muller, Visual Effects Supervisor Vit Komrzy, Visual Effects Producer Paul Stephenson, Special Effects Supervisor",Starz,Tandem Communications and Muse Entertainment in association with Scott Free Films,False
5318,2011," Special Visual Effects For A Miniseries, Movie Or A Special",Sherlock: A Study In Pink (Masterpiece),"James Etherington, Visual Effects Supervisor Danny Hargreaves, Special Effects Supervisor Will Cohen, Visual Effects Producer Ron Bowman, Visual Effects Digital Matte Painter James Moxon, Visual Effects Compositor Arianna Lago, Visual Effects Compositor",PBS,"A Hartswood Films production for BBC cymru wales, co-produced with Masterpiece",False
5319,2011," Special Visual Effects For A Miniseries, Movie Or A Special",Gettysburg,"Kent Johnson, Visual Effects Supervisor J. David Everhart, Visual Effects Producer Mike Yip, Lead Visual Effects Animator Jon Rhinehardt, Lead Visual Effects Compositor Jason Korber, Visual Effects Compositor Jared Jones, Visual Effects Compositor Ethan Summers, Lead Model Maker Brent Steinberg, CGI Artist Max Poolman, Special Effects Supervisor",HISTORY,Produced by ScottFree Productions in association with Herzog & Company for HISTORY,True
5320,2011, Special Visual Effects For A Series,The Borgias,"Bob Munroe, Lead Visual Effects Supervisor Doug Campbell, Visual Effects Supervisor Bill Halliday, Visual Effects Producer Juan Jesus Garcia, Visual Effects Art Director Luke Groves, Visual Effects Technical Producer Seth Martiniuk, Lead Visual Effects Compositor Blair Tennessy, CGI Supervisor",Showtime,Showtime Presents in association with Take 5 Productions and Octagon Films,False
5321,2011, Special Visual Effects For A Series,Stargate Universe,"Mark Savela, Visual Effects Supervisor Krista McLean, Digital Effects Supervisor Craig Van Den Biggelaar, Digital Effects Supervisor Adam de Bosch Kemper, Lead Animator Erica Henderson, Lead Compositor Michael Lowes, Lead 3D Artists Wes Sargent, Key 3D Artist Luke Vallee, Key Visual Effects Compositor Kodie MacKenzie, Key Visual Effects Compositor",Syfy,MGM Television,False
5322,2011, Special Visual Effects For A Series,The Walking Dead,"Sam Nicholson, Lead Visual Effects Supervisor Jason Sperling, Visual Effects Supervisor Kent Johnson, Visual Effects Producer Kristin Johnson, Lead Matte Artist Christopher D. Martin,  Michael Enriquez, Lead Model Maker Anthony Ocampo, Lead Visual Effects Animator Michael Cook, Lead CGI Artist Gregory Nicotero, Lead Special Effects Artist",AMC,AMC Studios,False
5323,2011, Special Visual Effects For A Series,Game Of Thrones,"Adam McInnes, Lead Visual Effects Supervisor Angela Barson, 2nd Lead Visual Effects Supervisor & Visual Effects Supervisor Lucy Ainsworth-Taylor, Lead Visual Effects Producer Raf Morant, CGI Supervisor Henry Badgett, Lead Visual Effects Compositor Damien Mace, Lead Matte Artist Stuart Brisdon, Special Effects Supervisor Graham Hills, Special Effects Supervisor",HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",False
5324,2011, Special Visual Effects For A Series,Boardwalk Empire,"ROBERT STROMBERG, Visual Effects Designer David Taritero,  Justin Ball, Visual Effects Supervisor Paul Graff, Visual Effects Supervisor Richard Friedlander, Visual Effects Producer Steve Kirshoff, Special Effects Coordinator J. John Corbett, Lead Compositor Brian Sales, Lead Compositor Ah Dee, Lead Compositor",HBO,"Leverage, Closest to the Hole Productions, Sikelia Productions and Cold Front Productions in association with HBO Entertainment",True
5339,2011, Voice-Over Performance,Moguls & Movie Stars,"Christopher Plummer, as Narrator",TCM,Produced by TCM in association with Ostar Productions,False
5340,2011, Voice-Over Performance,The Looney Tunes Show,"Bob Bergen, as Porky Pig",Cartoon Network,Warner Bros. Animation,False
5341,2011, Voice-Over Performance,Robot Chicken,"Seth Green, as Batman/ Cobra Commander/ Judge/ Light Cycle Driver/ Newscaster/ Robot Chicken Nerd/ Teenager/ Venger",Cartoon Network,A Stoopid Buddy Stoodios production in association with Stoopid Monkey and Williams Street,False
5342,2011, Voice-Over Performance,The Simpsons,"Dan Castellaneta, as Barney Gumble/ Homer Simpson/ Krusty the Clown/ Louie",FOX,Gracie Films in Association with 20th Century Fox Television,False
5343,2011, Voice-Over Performance,Desperate Housewives,"Brenda Strong, as Mary-Alice Young",ABC,A Space Floor TV and Kudos Production in association with 20th Century Fox and ABC Studios,False
5344,2011, Voice-Over Performance,Futurama,"Maurice LaMarche, as Lrrr & Orson Welles",Comedy Central,The Curiosity Company in association with 20th Century Fox Television,True
5345,2011, Writing for Nonfiction Programming,Gasland,"Josh Fox, Written By",HBO,An International WOW Company Production in association with HBO Documentary Films,False
5346,2011, Writing for Nonfiction Programming,Moguls & Movie Stars,"Jon Wilkman, Written By",TCM,Produced by TCM in association with Ostar Productions,False
5347,2011, Writing for Nonfiction Programming,Anthony Bourdain: No Reservations,"Anthony Bourdain, Written By",Travel Channel,"Zero Point Zero Production, Inc.",False
5348,2011, Writing for Nonfiction Programming,Gettysburg,"Richard Bedser, Written By Ed Fields, Written By",HISTORY,Produced by ScottFree Productions in association with Herzog & Company for HISTORY,False
5349,2011, Writing for Nonfiction Programming,Freedom Riders,"Stanley Nelson, Written By",PBS,A production of Firelight Films for American Experience,True
5362,2010, Lead Actress In A Drama Series,Mad Men,"January Jones, as Betty Draper",AMC,Lionsgate Television,False
5363,2010, Lead Actress In A Drama Series,Law & Order: Special Victims Unit,"Mariska Hargitay, as Det. Olivia Benson",NBC,Wolf Films in association with Universal Media Studios,False
5364,2010, Lead Actress In A Drama Series,The Good Wife,"Julianna Margulies, as Alicia Florrick",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,False
5365,2010, Lead Actress In A Drama Series,The Closer,"Kyra Sedgwick, as Deputy Chief Brenda Johnson",TNT,The Shephard/Robin Company in association with Warner Bros. Television,True
5366,2010, Lead Actress In A Drama Series,Damages,"Glenn Close, as Patty Hewes",FX Networks,"Sony Pictures Television, FX Productions and KZK Productions",False
5367,2010, Lead Actress In A Drama Series,Friday Night Lights,"Connie Britton, as Tami Taylor",DirecTV,Imagine Entertainment in association with Universal Media Studios and Film 44,False
5368,2010, Lead Actor In A Drama Series,Mad Men,"Jon Hamm, as Don Draper",AMC,Lionsgate Television,False
5369,2010, Lead Actor In A Drama Series,House,"Hugh Laurie, as Dr. Gregory House",FOX,"Universal Media Studios in association with Heel and Toe Films, Shore Z Productions and Bad Hat Harry Productions",False
5370,2010, Lead Actor In A Drama Series,Breaking Bad,"Bryan Cranston, as Walter White",AMC,Sony Pictures Television,True
5371,2010, Lead Actor In A Drama Series,Friday Night Lights,"Kyle Chandler, as Eric Taylor",DirecTV,Imagine Entertainment in association with Universal Media Studios and Film 44,False
5372,2010, Lead Actor In A Drama Series,Dexter,"Michael C. Hall, as Dexter Morgan",Showtime,"Showtime Presents, John Goldwyn Productions, The Colleton Company, Chip Johannessen Productions",False
5373,2010, Lead Actor In A Drama Series,Lost,"Matthew Fox, as Jack Shephard",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
5374,2010, Supporting Actress In A Drama Series,Mad Men,"Christina Hendricks, as Joan Harris",AMC,Lionsgate Television,False
5375,2010, Supporting Actress In A Drama Series,The Good Wife,"Archie Panjabi, as Kalinda Sharma",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,True
5376,2010, Supporting Actress In A Drama Series,Mad Men,"Elisabeth Moss, as Peggy Olson",AMC,Lionsgate Television,False
5377,2010, Supporting Actress In A Drama Series,Damages,"Rose Byrne, as Ellen Parsons",FX Networks,"Sony Pictures Television, FX Productions and KZK Productions",False
5378,2010, Supporting Actress In A Drama Series,Burn Notice,"Sharon Gless, as Madeline Westen",USA,Fox Television Studios and Fuse Entertainment,False
5379,2010, Supporting Actress In A Drama Series,The Good Wife,"Christine Baranski, as Diane Lockhart",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,False
5380,2010, Supporting Actor In A Drama Series,Mad Men,"John Slattery, as Roger Sterling",AMC,Lionsgate Television,False
5381,2010, Supporting Actor In A Drama Series,Breaking Bad,"Aaron Paul, as Jesse Pinkman",AMC,Sony Pictures Television,True
5382,2010, Supporting Actor In A Drama Series,Men Of A Certain Age,"Andre Braugher, as Owen",TNT,TNT Original Productions,False
5383,2010, Supporting Actor In A Drama Series,Damages,"Martin Short, as Leonard Winstone",FX Networks,"Sony Pictures Television, FX Productions and KZK Productions",False
5384,2010, Supporting Actor In A Drama Series,Lost,"Terry O'Quinn, as John Locke",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
5385,2010, Supporting Actor In A Drama Series,Lost,"Michael Emerson, as Ben Linus",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
5386,2010, Guest Actress In A Drama Series,Big Love,"Mary Kay Place, as Adaleen Grant",HBO,Anima Sola Productions and Playtone in association with HBO Entertainment,False
5387,2010, Guest Actress In A Drama Series,Big Love,"Sissy Spacek, as Marilyn Densham",HBO,Anima Sola Productions and Playtone in association with HBO Entertainment,False
5388,2010, Guest Actress In A Drama Series,Law & Order: Special Victims Unit,"Ann-Margret, as Rita Wills",NBC,Wolf Films in association with Universal Media Studios,True
5389,2010, Guest Actress In A Drama Series,Damages,"Lily Tomlin, as Marilyn Tobin",FX Networks,"Sony Pictures Television, FX Productions and KZK Productions",False
5390,2010, Guest Actress In A Drama Series,Lost,"Elizabeth Mitchell, as Juliet Burke",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
5391,2010, Guest Actress In A Drama Series,The Cleaner,"Shirley Jones, as Lola Zellman",A&E,CBS Television Studios in association with Once A Frog Productions for A&E Network,False
5392,2010, Guest Actor In A Drama Series,Mad Men,"Robert Morse, as Bertram Cooper",AMC,Lionsgate Television,False
5393,2010, Guest Actor In A Drama Series,Dexter,"John Lithgow, as Arthur Mitchell",Showtime,"Showtime Presents, John Goldwyn Productions, The Colleton Company, Chip Johannessen Productions",True
5394,2010, Guest Actor In A Drama Series,24,"Gregory Itzin, as President Charles Logan",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,False
5395,2010, Guest Actor In A Drama Series,The Closer,"Beau Bridges, as Detective George Andrews",TNT,The Shephard/Robin Company in association with Warner Bros. Television,False
5396,2010, Guest Actor In A Drama Series,The Good Wife,"Alan Cumming, as Eli Gold",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,False
5397,2010, Guest Actor In A Drama Series,Damages,"Ted Danson, as Arthur Frobisher",FX Networks,"Sony Pictures Television, FX Productions and KZK Productions",False
5398,2010, Guest Actor In A Drama Series,The Good Wife,"Dylan Baker, as Colin Sweeney",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,False
5399,2010, Writing for a Drama Series,The Good Wife,"Michelle King, Writer Robert King, Writer",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,False
5400,2010, Writing for a Drama Series,Mad Men,"Robin Veith, Writer Matthew Weiner, Writer",AMC,Lionsgate Television,False
5401,2010, Writing for a Drama Series,Mad Men,"Matthew Weiner, Writer Erin Levy, Writer",AMC,Lionsgate Television,True
5402,2010, Writing for a Drama Series,Friday Night Lights,"Rolin Jones, Writer",DirecTV,Imagine Entertainment in association with Universal Media Studios and Film 44,False
5403,2010, Writing for a Drama Series,Lost,"Damon Lindelof, Writer Carlton Cuse, Writer",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
5404,2010, Directing For A Drama Series,Mad Men,"Lesli Linka Glatter, Director",AMC,Lionsgate Television,False
5405,2010, Directing For A Drama Series,Dexter,"Steve Shill, Director",Showtime,"Showtime Presents, John Goldwyn Productions, The Colleton Company, Chip Johannessen Productions",True
5406,2010, Directing For A Drama Series,Treme,"Agnieszka Holland, Director",HBO,Blown Deadline Productions in association with HBO Entertainment,False
5407,2010, Directing For A Drama Series,Breaking Bad,"Michelle MacLaren, Director",AMC,Sony Pictures Television,False
5408,2010, Directing For A Drama Series,Lost,"JACK BENDER, Director",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
5409,2010, Drama Series,True Blood,"Alan Ball, Executive Producer Gregg Fienberg, Executive ProducerBrian Buckner Nancy Oliver, Co-Executive Producer Alexander Woo, Supervising ProducerRaelle Tucker Mark McNair, Produced By",HBO,Your Face Goes Here Entertainment in association with HBO Entertainment,False
5410,2010, Drama Series,Mad Men,"Matthew Weiner, Executive Producer Scott Hornbacher, Executive Producer Lisa Albert, Supervising Producer Blake McCormick, Producer Dwayne Shattuck, Producer",AMC,Lionsgate Television,True
5411,2010, Drama Series,Breaking Bad,"Vince Gilligan, Executive Producer Mark Johnson, Executive Producer Michelle MacLaren, Co-Executive Producer Melissa Bernstein, Producer Sam Catlin, Supervising Producer Peter Gould, Producer George Mastras, Producer Thomas Schnauz, Producer Stewart A. Lyons, Produced By Tom Schnauz, Producer",AMC,Sony Pictures Television,False
5412,2010, Drama Series,Dexter,"John Goldwyn, Executive Producer Sara Colleton, Executive Producer Clyde Phillips, Executive Producer Charles H. Eglee, Executive Producer Melissa Rosenberg, Executive Producer Scott Buck, Executive Producer Robert Lloyd Lewis, Produced By Tim Schlattmann, Supervising Producer Wendy West, Supervising Producer Lauren Gussis, Producer , ",Showtime,"Showtime Presents, John Goldwyn Productions, The Colleton Company, Chip Johannessen Productions",False
5413,2010, Drama Series,The Good Wife,"Robert King, Executive Producer Michelle King, Executive Producer Ridley Scott, Executive Producer Tony Scott, Executive Producer David W. Zucker, Executive Producer Brooke Kennedy, Executive Producer Todd Ellis Kessler, Co Executive Producer Ted Humphrey, Co Executive Producer",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,False
5414,2010, Drama Series,Lost,"Damon Lindelof, Executive Producer J.J. Abrams, Executive Producer Carlton Cuse, Executive Producer Edward Kitsis, Executive Producer Adam Horowitz, Executive Producer Elizabeth Sarnoff, Executive Producer JACK BENDER, Executive Producer Bryan Burk, Executive Producer Jean Higgins, Executive Producer Paul Zbyszewski, Co-Executive Producer Melinda Hsu Taylor, Producer Ra'uf Glasgow, Producer",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
5415,2010, Lead Actress In A Comedy Series,Parks And Recreation,"Amy Poehler, as Leslie Knope",NBC,"Produced by Deedle-Dee Productions, Fremulon, 3 Arts and Universal Media Studios",False
5416,2010, Lead Actress In A Comedy Series,The New Adventures Of Old Christine,"Julia Louis-Dreyfus, as Christine Campbell",CBS,Kari's Logo Here in association with Warner Bros. Television,False
5417,2010, Lead Actress In A Comedy Series,United States Of Tara,"Toni Collette, as Tara Gregson",Showtime,"Showtime Presents, Dreamworks Television",False
5418,2010, Lead Actress In A Comedy Series,Nurse Jackie,"Edie Falco, as Jackie Peyton",Showtime,"Showtime Presents, Lionsgate Television, Jackson Group Entertainment, Madison Grain Elevator, Inc. & Delong Lumber, A Caryn Mandabach Production",True
5419,2010, Lead Actress In A Comedy Series,Glee,"Lea Michele, as Rachel Berry",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,False
5420,2010, Lead Actress In A Comedy Series,30 Rock,"Tina Fey, as Liz Lemon",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
5421,2010, Lead Actor In A Comedy Series,Curb Your Enthusiasm,"Larry David, as Himself",HBO,HBO Entertainment,False
5422,2010, Lead Actor In A Comedy Series,The Office,"Steve Carell, as Michael Scott",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,False
5423,2010, Lead Actor In A Comedy Series,The Big Bang Theory,"Jim Parsons, as Sheldon Cooper",CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",True
5424,2010, Lead Actor In A Comedy Series,Monk,"Tony Shalhoub, as Adrian Monk",USA,Universal Cable Productions in association with Mandeville Films and ABC Studios,False
5425,2010, Lead Actor In A Comedy Series,Glee,"Matthew Morrison, as Will Schuester",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,False
5426,2010, Lead Actor In A Comedy Series,30 Rock,"Alec Baldwin, as Jack Donaghy",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
5427,2010, Supporting Actress In A Comedy Series,Glee,"Jane Lynch, as Sue Sylvester",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,True
5428,2010, Supporting Actress In A Comedy Series,Saturday Night Live,"Kristen Wiig, as Various Characters",NBC,SNL Studios in association with Universal Television and Broadway Video,False
5429,2010, Supporting Actress In A Comedy Series,Modern Family,"Julie Bowen, as Claire Dunphy",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,False
5430,2010, Supporting Actress In A Comedy Series,30 Rock,"Jane Krakowski, as Jenna Maroney",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
5431,2010, Supporting Actress In A Comedy Series,Modern Family,"Sofia Vergara, as Gloria Delgado-Pritchett",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,False
5432,2010, Supporting Actress In A Comedy Series,Two And A Half Men,"Holland Taylor, as Evelyn Harper",CBS,"Chuck Lorre Productions, Inc., The Tannenbaum Company in association with Warner Bros. Television",False
5433,2010, Supporting Actor In A Comedy Series,Modern Family,"Jesse Tyler Ferguson, as Mitchell",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,False
5434,2010, Supporting Actor In A Comedy Series,Two And A Half Men,"Jon Cryer, as Alan Harper",CBS,"Chuck Lorre Productions, Inc., The Tannenbaum Company in association with Warner Bros. Television",False
5435,2010, Supporting Actor In A Comedy Series,Modern Family,"Eric Stonestreet, as Cameron Tucker",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,True
5436,2010, Supporting Actor In A Comedy Series,Glee,"Chris Colfer, as Kurt Hummel",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,False
5437,2010, Supporting Actor In A Comedy Series,Modern Family,"Ty Burrell, as Phil Dunphy",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,False
5438,2010, Supporting Actor In A Comedy Series,How I Met Your Mother,"Neil Patrick Harris, as Barney Stinson",CBS,Twentieth Century Fox Television,False
5439,2010, Guest Actress In A Comedy Series,Glee,"Kristin Chenoweth, as April Rhodes",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,False
5440,2010, Guest Actress In A Comedy Series,Two And A Half Men,"Jane Lynch, as Dr. Linda Freeman",CBS,"Chuck Lorre Productions, Inc., The Tannenbaum Company in association with Warner Bros. Television",False
5441,2010, Guest Actress In A Comedy Series,The Big Bang Theory,"Christine Baranski, as Beverly Hofstadter",CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",False
5442,2010, Guest Actress In A Comedy Series,30 Rock,"Elaine Stritch, as Colleen Donaghy",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
5443,2010, Guest Actress In A Comedy Series,Saturday Night Live,"Tina Fey, as Host",NBC,SNL Studios in association with Universal Television and Broadway Video,False
5444,2010, Guest Actress In A Comedy Series,Desperate Housewives,"Kathryn Joosten, as Karen McCluskey",ABC,A Space Floor TV and Kudos Production in association with 20th Century Fox and ABC Studios,False
5445,2010, Guest Actress In A Comedy Series,Saturday Night Live,"Betty White, as Host",NBC,SNL Studios in association with Universal Television and Broadway Video,True
5446,2010, Guest Actor In A Comedy Series,Glee,"Mike O'Malley, as Burt Hummel",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,False
5447,2010, Guest Actor In A Comedy Series,Nurse Jackie,"Eli Wallach, as Bernard Zimberg",Showtime,"Showtime Presents, Lionsgate Television, Jackson Group Entertainment, Madison Grain Elevator, Inc. & Delong Lumber, A Caryn Mandabach Production",False
5448,2010, Guest Actor In A Comedy Series,Glee,"Neil Patrick Harris, as Bryan Ryan",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,True
5449,2010, Guest Actor In A Comedy Series,Modern Family,"Fred Willard, as Frank Dunphy",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,False
5450,2010, Guest Actor In A Comedy Series,30 Rock,"Jon Hamm, as Dr. Drew Baird",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
5451,2010, Guest Actor In A Comedy Series,30 Rock,"Will Arnett, as Devin Banks",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
5452,2010, Writing for a Comedy Series,The Office,"Greg Daniels, Writer Mindy Kaling, Writer",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,False
5453,2010, Writing for a Comedy Series,Glee,"Ryan Murphy, Writer Brad Falchuk, Writer Ian Brennan, Writer",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,False
5454,2010, Writing for a Comedy Series,Modern Family,"Steven Levitan, Writer Christopher Lloyd, Writer",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,True
5455,2010, Writing for a Comedy Series,30 Rock,"Matt Hubbard, Writer",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
5456,2010, Writing for a Comedy Series,30 Rock,"Tina Fey, Writer Kay Cannon, Writer",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
5457,2010, Directing For A Comedy Series,Nurse Jackie,"Allen Coulter, Director",Showtime,"Showtime Presents, Lionsgate Television, Jackson Group Entertainment, Madison Grain Elevator, Inc. & Delong Lumber, A Caryn Mandabach Production",False
5458,2010, Directing For A Comedy Series,Glee,"Ryan Murphy, Director",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,True
5459,2010, Directing For A Comedy Series,Modern Family,"Jason Winer, Director",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,False
5460,2010, Directing For A Comedy Series,30 Rock,"Don Scardino, Director",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
5461,2010, Directing For A Comedy Series,Glee,"Paris Barclay, Director",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,False
5462,2010, Comedy Series,Curb Your Enthusiasm,"Larry David, Executive Producer Jeff Garlin, Executive Producer Gavin Polone, Executive Producer Alec Berg, Executive Producer David Mandel, Executive Producer Jeff Schaffer, Executive Producer Tim Gibbons, Executive Producer Erin O'Malley, Executive Producer",HBO,HBO Entertainment,False
5463,2010, Comedy Series,The Office,"Greg Daniels, Executive Producer Ben Silverman, Executive Producer Ricky Gervais, Executive Producer Stephen Merchant, Executive Producer Howard Klein, Executive Producer Paul Lieberstein, Executive Producer Mindy Kaling, Co-Executive Producer Lee Eisenberg, Co-Executive Producer B.J. Novak, Co-Executive Producer Aaron Shure, Co-Executive Producer Teri Weinberg, Co-Executive Producer Steve Carell, Producer Justin Spitzer, Producer Charlie Grandy, Producer Warren Lieberstein, Producer Halsted Sullivan, Producer Randy Cordray, Produced By Daniel Chun, Supervising Producer",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,False
5464,2010, Comedy Series,Nurse Jackie,"Linda Wallem, Executive Producer Liz Brixius, Executive Producer John Melfi, Executive Producer Caryn Mandabach, Executive Producer Richie Jackson, Executive Producer Christine Zander, Executive Producer Mark Hudis, Executive Producer Rick Cleveland, Co-Executive Producer Bari Halle, Produced By",Showtime,"Showtime Presents, Lionsgate Television, Jackson Group Entertainment, Madison Grain Elevator, Inc. & Delong Lumber, A Caryn Mandabach Production",False
5465,2010, Comedy Series,Modern Family,"Steven Levitan, Executive Producer Christopher Lloyd, Executive Producer Jason Winer, Co-Executive Producer Jeff Morton, Producer Danny Zuker, Co-Executive Producer Dan O'Shannon, Co-Executive Producer Bill Wrubel, Co-Executive Producer Paul Corrigan, Co-Executive Producer Brad Walsh, Co-Executive Producer",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,True
