year,category,nominee,staff,win
2011, Comedy Series,Parks And Recreation,Greg Daniels,False
2011, Comedy Series,30 Rock,Lorne Michaels,False
2011, Comedy Series,Modern Family,Steven Levitan,True
2011, Comedy Series,The Big Bang Theory,Chuck Lorre,False
2011, Lead Actress In A Miniseries Or A Movie,Cinema Verite,Diane Lane,False
2011, Lead Actress In A Miniseries Or A Movie,Taken From Me: The Tiffany Rubin Story,Taraji P. Henson,False
2011, Lead Actress In A Miniseries Or A Movie,Upstairs Downstairs (Masterpiece),Jean Marsh,False
2011, Lead Actress In A Miniseries Or A Movie,Mildred Pierce,Kate Winslet,True
2011, Lead Actress In A Miniseries Or A Movie,Downton Abbey,Elizabeth McGovern,False
2011, Lead Actor In A Miniseries Or A Movie,The Kennedys,Greg Kinnear,False
2011, Lead Actor In A Miniseries Or A Movie,Carlos,Edgar Ramirez,False
2011, Lead Actor In A Miniseries Or A Movie,Too Big To Fail,William Hurt,False
2011, Lead Actor In A Miniseries Or A Movie,Luther,Idris Elba,False
2011, Lead Actor In A Miniseries Or A Movie,Thurgood,Laurence Fishburne,False
2011, Lead Actor In A Miniseries Or A Movie,The Kennedys,Barry Pepper,True
2011, Supporting Actress In A Miniseries Or A Movie,Mildred Pierce,Evan Rachel Wood,False
2011, Supporting Actress In A Miniseries Or A Movie,Mildred Pierce,Melissa Leo,False
2011, Supporting Actress In A Miniseries Or A Movie,Mildred Pierce,Mare Winningham,False
2011, Supporting Actress In A Miniseries Or A Movie,Upstairs Downstairs (Masterpiece),Eileen Atkins,False
2011, Supporting Actress In A Miniseries Or A Movie,Downton Abbey,Dame Maggie Smith,True
2011, Supporting Actor In A Miniseries Or A Movie,The Kennedys,Tom Wilkinson,False
2011, Supporting Actor In A Miniseries Or A Movie,Too Big To Fail,Paul Giamatti,False
2011, Supporting Actor In A Miniseries Or A Movie,Too Big To Fail,James Woods,False
2011, Supporting Actor In A Miniseries Or A Movie,Mildred Pierce,Brian F. O'Byrne,False
2011, Supporting Actor In A Miniseries Or A Movie,Mildred Pierce,Guy Pearce,True
2011, Writing for a Miniseries,Mildred Pierce,Todd Haynes,False
2011, Writing for a Miniseries,Sherlock: A Study In Pink (Masterpiece),Steven Moffat,False
2011, Writing for a Miniseries,Too Big To Fail,Peter Gould,False
2011, Writing for a Miniseries,Upstairs Downstairs (Masterpiece),Heidi Thomas,False
2011, Writing for a Miniseries,Downton Abbey,Julian Fellowes,True
2011, Directing For A Miniseries,Mildred Pierce,Todd Haynes,False
2011, Directing For A Miniseries,Carlos,Olivier Assayas,False
2011, Directing For A Miniseries,Cinema Verite,Shari Springer Berman,False
2011, Directing For A Miniseries,Too Big To Fail,Curtis Hanson,False
2011, Directing For A Miniseries,Downton Abbey,Brian Percival,True
2011, Miniseries or Movie,Cinema Verite,Gavin Polone,False
2011, Miniseries or Movie,The Kennedys,Jonathan Koch,False
2011, Miniseries or Movie,Mildred Pierce,Christine Vachon,False
2011, Miniseries or Movie,Too Big To Fail,Curtis Hanson,False
2011, Miniseries or Movie,The Pillars Of The Earth,David A. Rosemont,False
2011, Miniseries or Movie,Downton Abbey,Gareth Neame,True
2011, Nonfiction Series,Moguls & Movie Stars,Bill Haber,False
2011, Nonfiction Series,Biography,Judith Belushi Pisano,False
2011, Nonfiction Series,30 For 30,John Dahl,False
2011, Nonfiction Series,Pioneers Of Television,Michael J. Trinklein,False
2011, Nonfiction Series,Anthony Bourdain: No Reservations,Lydia Tenaglia,False
2011, Nonfiction Series,American Masters,Susan Lacy,True
2011, Nonfiction Special,Jaws: The Inside Story,Thomas Moody,False
2011, Nonfiction Special,His Way,Steven Soderbergh,False
2011, Nonfiction Special,Becoming Chaz,Fenton Bailey,False
2011, Nonfiction Special,Stand Up To Cancer,Laura Ziskin,False
2011, Nonfiction Special,Gettysburg,Ridley Scott,True
2011,Exceptional Merit In Nonfiction Filmmaking,Gasland,Trish Adlesic,False
2011,Exceptional Merit In Nonfiction Filmmaking,The Most Dangerous Man In America: Daniel Ellsberg And The Pentagon Papers (POV),Rick Goldsmith,False
2011,Exceptional Merit In Nonfiction Filmmaking,Freedom Riders,Stanley Nelson,True
2011, Directing For Nonfiction Programming,American Masters,Martin Scorsese,False
2011, Directing For Nonfiction Programming,The Amazing Race,Bertram van Munster,False
2011, Directing For Nonfiction Programming,Top Chef,Paul Starkman,False
2011, Directing For Nonfiction Programming,Becoming Chaz,Fenton Bailey,False
2011, Directing For Nonfiction Programming,Gasland,Josh Fox,True
2011, Voice-Over Performance,Moguls & Movie Stars,Christopher Plummer,False
2011, Voice-Over Performance,The Looney Tunes Show,Bob Bergen,False
2011, Voice-Over Performance,Robot Chicken,Seth Green,False
2011, Voice-Over Performance,The Simpsons,Dan Castellaneta,False
2011, Voice-Over Performance,Desperate Housewives,Brenda Strong,False
2011, Voice-Over Performance,Futurama,Maurice LaMarche,True
2011, Writing for Nonfiction Programming,Gasland,Josh Fox,False
2011, Writing for Nonfiction Programming,Moguls & Movie Stars,Jon Wilkman,False
2011, Writing for Nonfiction Programming,Anthony Bourdain: No Reservations,Anthony Bourdain,False
2011, Writing for Nonfiction Programming,Gettysburg,Richard Bedser,False
2011, Writing for Nonfiction Programming,Freedom Riders,Stanley Nelson,True
2010, Lead Actress In A Comedy Series,Parks And Recreation,Amy Poehler,False
2010, Lead Actress In A Comedy Series,The New Adventures Of Old Christine,Julia Louis-Dreyfus,False
2010, Lead Actress In A Comedy Series,United States Of Tara,Toni Collette,False
2010, Lead Actress In A Comedy Series,Nurse Jackie,Edie Falco,True
2010, Lead Actress In A Comedy Series,Glee,Lea Michele,False
2010, Lead Actress In A Comedy Series,30 Rock,Tina Fey,False
2010, Lead Actor In A Comedy Series,Curb Your Enthusiasm,Larry David,False
2010, Lead Actor In A Comedy Series,The Office,Steve Carell,False
2010, Lead Actor In A Comedy Series,The Big Bang Theory,Jim Parsons,True
2010, Lead Actor In A Comedy Series,Monk,Tony Shalhoub,False
2010, Lead Actor In A Comedy Series,Glee,Matthew Morrison,False
2010, Lead Actor In A Comedy Series,30 Rock,Alec Baldwin,False
2010, Supporting Actress In A Comedy Series,Glee,Jane Lynch,True
2010, Supporting Actress In A Comedy Series,Saturday Night Live,Kristen Wiig,False
2010, Supporting Actress In A Comedy Series,Modern Family,Julie Bowen,False
2010, Supporting Actress In A Comedy Series,30 Rock,Jane Krakowski,False
2010, Supporting Actress In A Comedy Series,Modern Family,Sofia Vergara,False
2010, Supporting Actress In A Comedy Series,Two And A Half Men,Holland Taylor,False
2010, Supporting Actor In A Comedy Series,Modern Family,Jesse Tyler Ferguson,False
2010, Supporting Actor In A Comedy Series,Two And A Half Men,Jon Cryer,False
2010, Supporting Actor In A Comedy Series,Modern Family,Eric Stonestreet,True
2010, Supporting Actor In A Comedy Series,Glee,Chris Colfer,False
2010, Supporting Actor In A Comedy Series,Modern Family,Ty Burrell,False
2010, Supporting Actor In A Comedy Series,How I Met Your Mother,Neil Patrick Harris,False
2010, Guest Actress In A Comedy Series,Glee,Kristin Chenoweth,False
2010, Guest Actress In A Comedy Series,Two And A Half Men,Jane Lynch,False
2010, Guest Actress In A Comedy Series,The Big Bang Theory,Christine Baranski,False
2010, Guest Actress In A Comedy Series,30 Rock,Elaine Stritch,False
2010, Guest Actress In A Comedy Series,Saturday Night Live,Tina Fey,False
2010, Guest Actress In A Comedy Series,Desperate Housewives,Kathryn Joosten,False
2010, Guest Actress In A Comedy Series,Saturday Night Live,Betty White,True
2010, Guest Actor In A Comedy Series,Glee,Mike O'Malley,False
2010, Guest Actor In A Comedy Series,Nurse Jackie,Eli Wallach,False
2010, Guest Actor In A Comedy Series,Glee,Neil Patrick Harris,True
2010, Guest Actor In A Comedy Series,Modern Family,Fred Willard,False
2010, Guest Actor In A Comedy Series,30 Rock,Jon Hamm,False
2010, Guest Actor In A Comedy Series,30 Rock,Will Arnett,False
2010, Writing for a Comedy Series,The Office,Greg Daniels,False
2010, Writing for a Comedy Series,Glee,Ryan Murphy,False
2010, Writing for a Comedy Series,Modern Family,Steven Levitan,True
2010, Writing for a Comedy Series,30 Rock,Matt Hubbard,False
2010, Writing for a Comedy Series,30 Rock,Tina Fey,False
2010, Directing For A Comedy Series,Nurse Jackie,Allen Coulter,False
2010, Directing For A Comedy Series,Glee,Ryan Murphy,True
2010, Directing For A Comedy Series,Modern Family,Jason Winer,False
2010, Directing For A Comedy Series,30 Rock,Don Scardino,False
2010, Directing For A Comedy Series,Glee,Paris Barclay,False
2010, Comedy Series,Curb Your Enthusiasm,Larry David,False
2010, Comedy Series,The Office,Greg Daniels,False
2010, Comedy Series,Nurse Jackie,Linda Wallem,False
2010, Comedy Series,Modern Family,Steven Levitan,True
2010, Comedy Series,30 Rock,Lorne Michaels,False
2010, Comedy Series,Glee,Ryan Murphy,False
2010, Lead Actress In A Miniseries Or A Movie,Return To Cranford (Masterpiece),Dame Judi Dench,False
2010, Lead Actress In A Miniseries Or A Movie,Temple Grandin,Claire Danes,True
2010, Lead Actress In A Miniseries Or A Movie,Capturing Mary,Dame Maggie Smith,False
2010, Lead Actress In A Miniseries Or A Movie,The Special Relationship,Hope Davis,False
2010, Lead Actress In A Miniseries Or A Movie,Georgia O'Keeffe,Joan Allen,False
2010, Lead Actor In A Miniseries Or A Movie,The Prisoner,Sir Ian McKellen,False
2010, Lead Actor In A Miniseries Or A Movie,A Dog Year,Jeff Bridges,False
2010, Lead Actor In A Miniseries Or A Movie,The Special Relationship,Michael Sheen,False
2010, Lead Actor In A Miniseries Or A Movie,The Special Relationship,Dennis Quaid,False
2010, Lead Actor In A Miniseries Or A Movie,You Don't Know Jack,Al Pacino,True
2010, Supporting Actor In A Miniseries Or A Movie,Emma (Masterpiece),Michael Gambon,False
2010, Supporting Actor In A Miniseries Or A Movie,Return To Cranford (Masterpiece),Jonathan Pryce,False
2010, Supporting Actor In A Miniseries Or A Movie,Temple Grandin,David Strathairn,True
2010, Supporting Actor In A Miniseries Or A Movie,Hamlet (Great Performances),Patrick Stewart,False
2010, Supporting Actor In A Miniseries Or A Movie,You Don't Know Jack,John Goodman,False
2010, Writing for a Miniseries,The Pacific,Robert Schenkkan,False
2010, Writing for a Miniseries,The Pacific,Bruce C. McKenna,False
2010, Writing for a Miniseries,Temple Grandin,Christopher Monger,False
2010, Writing for a Miniseries,The Special Relationship,Peter Morgan,False
2010, Writing for a Miniseries,You Don't Know Jack,Adam Mazer,True
2010, Directing For A Miniseries,The Pacific,David Nutter,False
2010, Directing For A Miniseries,The Pacific,Tim Van Patten,False
2010, Directing For A Miniseries,Temple Grandin,Mick Jackson,True
2010, Directing For A Miniseries,You Don't Know Jack,Barry Levinson,False
2010, Directing For A Miniseries,Georgia O'Keeffe,Bob Balaban,False
2010, Nonfiction Series,Monty Python: Almost The Truth (The Lawyer's Cut),Christine Lubrano,False
2010, Nonfiction Series,American Masters,Susan Lacy,False
2010, Nonfiction Series,Deadliest Catch,Thom Beers,False
2010, Nonfiction Series,Life,Catherine McCarthy,False
2010, Nonfiction Series,American Experience,Mark Samels,False
2010, Nonfiction Series,The National Parks: America's Best Idea,Ken Burns,True
2010, Nonfiction Special,The Simpsons: 20th Anniversary Special - In 3-D! On Ice!,Morgan Spurlock,False
2010, Nonfiction Special,By The People:  The Election Of Barack Obama,Amy Rice,False
2010, Nonfiction Special,Teddy:  In His Own Words,Dyllan McGee,True
2010, Nonfiction Special,Saturday Night Live In The 2000s: Time And Again,Ken Aymong,False
2010, Nonfiction Special,Believe: The Eddie Izzard Story,Max Burgos,False
2010, Nonfiction Special,Johnny Mercer: The Dream's On Me,Clint Eastwood,False
2010,Exceptional Merit In Nonfiction Filmmaking,Brick City,Marc Levin,False
2010,Exceptional Merit In Nonfiction Filmmaking,Sergio,Sheila Nevins,False
2010,Exceptional Merit In Nonfiction Filmmaking,Pressure Cooker,Jeff Skoll,False
2010,Exceptional Merit In Nonfiction Filmmaking,My Lai,Mark Samels,False
2010,Exceptional Merit In Nonfiction Filmmaking,The Betrayal (Nerakhoon),Simon Kilmurry,True
2010,Exceptional Merit In Nonfiction Filmmaking,Patti Smith: Dream Of Life,Simon Kilmurry,False
2010, Children's Nonfiction Program,When Families Grieve,Christina Delfico,False
2010, Children's Nonfiction Program,Nick News With Linda Ellerbee - The Face Of Courage: Kids Living With Cancer,Linda Ellerbee,True
2010, Directing For Nonfiction Programming,Monty Python: Almost The Truth (The Lawyer's Cut),Bill Jones,False
2010, Directing For Nonfiction Programming,By The People:  The Election Of Barack Obama,Amy Rice,False
2010, Directing For Nonfiction Programming,Terror In Mumbai,Dan Reed,False
2010, Directing For Nonfiction Programming,The Amazing Race,Bertram van Munster,False
2010, Directing For Nonfiction Programming,My Lai,Barak Goodman,True
2010, Miniseries,The Pacific,Tom Hanks,True
2010, Miniseries,Return To Cranford (Masterpiece),Kate Harwood,False
2010, Supporting Actress in a Miniseries or Movie,Temple Grandin,Julia Ormond,True
2010, Supporting Actress in a Miniseries or Movie,Temple Grandin,Catherine O'Hara,False
2010, Supporting Actress in a Miniseries or Movie,You Don't Know Jack,Brenda Vaccaro,False
2010, Supporting Actress in a Miniseries or Movie,You Don't Know Jack,Susan Sarandon,False
2010, Supporting Actress in a Miniseries or Movie,Alice,Kathy Bates,False
2010, Voice-Over Performance,The Simpsons,Dan Castellaneta,False
2010, Voice-Over Performance,Archer,H. Jon Benjamin,False
2010, Voice-Over Performance,Robot Chicken,Seth Green,False
2010, Voice-Over Performance,Disney Prep & Landing,Dave Foley,False
2010, Voice-Over Performance,The Simpsons,Hank Azaria,False
2010, Voice-Over Performance,The Simpsons,Anne Hathaway,True
2010, Writing for Nonfiction Programming,America The Story Of Us,Jenny Ash,False
2010, Writing for Nonfiction Programming,The Buddha,David Grubin,False
2010, Writing for Nonfiction Programming,Life,Paul Spillenger,False
2010, Writing for Nonfiction Programming,Anthony Bourdain: No Reservations,Anthony Bourdain,False
2010, Writing for Nonfiction Programming,The National Parks: America's Best Idea,Dayton Duncan,True
2009, Lead Actress In A Comedy Series,The Sarah Silverman Program,Sarah Silverman,False
2009, Lead Actress In A Comedy Series,Weeds,Mary-Louise Parker,False
2009, Lead Actress In A Comedy Series,The New Adventures Of Old Christine,Julia Louis-Dreyfus,False
2009, Lead Actress In A Comedy Series,United States Of Tara,Toni Collette,True
2009, Lead Actress In A Comedy Series,Samantha Who?,Christina Applegate,False
2009, Lead Actress In A Comedy Series,30 Rock,Tina Fey,False
2009, Lead Actor In A Comedy Series,The Office,Steve Carell,False
2009, Lead Actor In A Comedy Series,Monk,Tony Shalhoub,False
2009, Lead Actor In A Comedy Series,Flight Of The Conchords,Jemaine Clement,False
2009, Lead Actor In A Comedy Series,The Big Bang Theory,Jim Parsons,False
2009, Lead Actor In A Comedy Series,30 Rock,Alec Baldwin,True
2009, Lead Actor In A Comedy Series,Two And A Half Men,Charlie Sheen,False
2009, Supporting Actress In A Comedy Series,Pushing Daisies,Kristin Chenoweth,True
2009, Supporting Actress In A Comedy Series,Weeds,Elizabeth Perkins,False
2009, Supporting Actress In A Comedy Series,Ugly Betty,Vanessa Williams,False
2009, Supporting Actress In A Comedy Series,30 Rock,Jane Krakowski,False
2009, Supporting Actress In A Comedy Series,Saturday Night Live,Amy Poehler,False
2009, Supporting Actress In A Comedy Series,Saturday Night Live,Kristen Wiig,False
2009, Supporting Actor In A Comedy Series,Entourage,Kevin Dillon,False
2009, Supporting Actor In A Comedy Series,Two And A Half Men,Jon Cryer,True
2009, Supporting Actor In A Comedy Series,The Office,Rainn Wilson,False
2009, Supporting Actor In A Comedy Series,How I Met Your Mother,Neil Patrick Harris,False
2009, Supporting Actor In A Comedy Series,30 Rock,Tracy Morgan,False
2009, Supporting Actor In A Comedy Series,30 Rock,Jack McBrayer,False
2009, Guest Actress In A Comedy Series,My Name Is Earl,Betty White,False
2009, Guest Actress In A Comedy Series,Monk,Gena Rowlands,False
2009, Guest Actress In A Comedy Series,30 Rock,Jennifer Aniston,False
2009, Guest Actress In A Comedy Series,30 Rock,Elaine Stritch,False
2009, Guest Actress In A Comedy Series,The Big Bang Theory,Christine Baranski,False
2009, Guest Actress In A Comedy Series,Saturday Night Live,Tina Fey,True
2009, Guest Actor In A Comedy Series,Desperate Housewives,Beau Bridges,False
2009, Guest Actor In A Comedy Series,30 Rock,Steve Martin,False
2009, Guest Actor In A Comedy Series,30 Rock,Jon Hamm,False
2009, Guest Actor In A Comedy Series,30 Rock,Alan Alda,False
2009, Guest Actor In A Comedy Series,Saturday Night Live,Justin Timberlake,True
2009, Writing for a Comedy Series,Flight Of The Conchords,James Bobin,False
2009, Writing for a Comedy Series,30 Rock,Matt Hubbard,True
2009, Writing for a Comedy Series,30 Rock,Robert Carlock,False
2009, Writing for a Comedy Series,30 Rock,Ron Weiner,False
2009, Writing for a Comedy Series,30 Rock,Jack Burditt,False
2009, Directing For A Comedy Series,Entourage,Julian Farino,False
2009, Directing For A Comedy Series,30 Rock,Millicent Shelton,False
2009, Directing For A Comedy Series,Flight Of The Conchords,James Bobin,False
2009, Directing For A Comedy Series,30 Rock,Beth McCarthy-Miller,False
2009, Directing For A Comedy Series,30 Rock,Todd Holland,False
2009, Directing For A Comedy Series,The Office,Jeff Blitz,True
2009, Comedy Series,Entourage,Doug Ellin,False
2009, Comedy Series,Weeds,Jenji Kohan,False
2009, Comedy Series,How I Met Your Mother,Carter Bays,False
2009, Comedy Series,Flight Of The Conchords,Stu Smiley,False
2009, Comedy Series,30 Rock,Lorne Michaels,True
2009, Comedy Series,The Office,Greg Daniels,False
2009, Comedy Series,Family Guy,Seth MacFarlane,False
2009, Lead Actress In A Miniseries Or A Movie,Grey Gardens,Drew Barrymore,False
2009, Lead Actress In A Miniseries Or A Movie,Grey Gardens,Jessica Lange,True
2009, Lead Actress In A Miniseries Or A Movie,Prayers For Bobby,Sigourney Weaver,False
2009, Lead Actress In A Miniseries Or A Movie,Coco Chanel,Shirley MacLaine,False
2009, Lead Actress In A Miniseries Or A Movie,Accidental Friendship,Chandra Wilson,False
2009, Lead Actor In A Miniseries Or A Movie,Taking Chance,Kevin Bacon,False
2009, Lead Actor In A Miniseries Or A Movie,Into The Storm,Brendan Gleeson,True
2009, Lead Actor In A Miniseries Or A Movie,Wallander: One Step Behind,Kenneth Branagh,False
2009, Lead Actor In A Miniseries Or A Movie,Cyrano de Bergerac (Great Performances),Kevin Kline,False
2009, Lead Actor In A Miniseries Or A Movie,King Lear (Great Performances),Sir Ian McKellen,False
2009, Lead Actor In A Miniseries Or A Movie,24: Redemption,Kiefer Sutherland,False
2009, Supporting Actor In A Miniseries Or A Movie,Grey Gardens,Ken Howard,True
2009, Supporting Actor In A Miniseries Or A Movie,Into The Storm,Len Cariou,False
2009, Supporting Actor In A Miniseries Or A Movie,The Librarian:  Curse of the Judas Chalice,Bob Newhart,False
2009, Supporting Actor In A Miniseries Or A Movie,Little Dorrit (Masterpiece),Tom Courtenay,False
2009, Supporting Actor In A Miniseries Or A Movie,Little Dorrit (Masterpiece),Andy Serkis,False
2009, Writing for a Miniseries,Generation Kill,David Simon,False
2009, Writing for a Miniseries,Taking Chance,LtCol Michael R. Strobl,False
2009, Writing for a Miniseries,Grey Gardens,Michael Sucsy,False
2009, Writing for a Miniseries,Into The Storm,Hugh Whitemore,False
2009, Writing for a Miniseries,Little Dorrit (Masterpiece),Andrew Davies,True
2009, Directing For A Miniseries,Generation Kill,Susanna White,False
2009, Directing For A Miniseries,Taking Chance,Ross Katz,False
2009, Directing For A Miniseries,Grey Gardens,Michael Sucsy,False
2009, Directing For A Miniseries,Into The Storm,Thaddeus O'Sullivan,False
2009, Directing For A Miniseries,Wallander: One Step Behind,Philip Martin,False
2009, Directing For A Miniseries,Little Dorrit (Masterpiece),Dearbhla Walsh,True
2009, Nonfiction Series,Deadliest Catch,Thom Beers,False
2009, Nonfiction Series,This American Life,This American Life Producing Team,False
2009, Nonfiction Series,American Masters,Susan Lacy,True
2009, Nonfiction Series,Biography,Gary Cohen,False
2009, Nonfiction Series,Anthony Bourdain: No Reservations,Myleeta Aga,False
2009, Nonfiction Series,American Experience,Mark Samels,False
2009, Nonfiction Special,Roman Polanski: Wanted And Desired,Steven Soderbergh,False
2009, Nonfiction Special,The Alzheimer's Project: Momentum In Science (Parts 1 & 2),Sheila Nevins,False
2009, Nonfiction Special,102 Minutes That Changed America,Greg Jacobs,True
2009, Nonfiction Special,Michael J. Fox: Adventures Of An Incurable Optimist,Michael J. Fox,False
2009, Nonfiction Special,Farrah's Story,Alexandra Gleysteen,False
2009,Exceptional Merit In Nonfiction Filmmaking,Section 60:  Arlington National Cemetery,Sheila Nevins,False
2009,Exceptional Merit In Nonfiction Filmmaking,The Memory Loss Tapes,Sheila Nevins,True
2009, Children's Nonfiction Program,Nick News With Linda Ellerbee Coming Home: When Parents Return from War,Linda Ellerbee,True
2009, Children's Nonfiction Program,Grandpa,Sheila Nevins,True
2009, Directing For Nonfiction Programming,Top Chef,Steve Hrynewicz,False
2009, Directing For Nonfiction Programming,Project Runway,Full Picture,False
2009, Directing For Nonfiction Programming,Roman Polanski: Wanted And Desired,Marina Zenovich,True
2009, Directing For Nonfiction Programming,The Amazing Race,Bertram van Munster,False
2009, Directing For Nonfiction Programming,This American Life,Christopher Wilcha,False
2009, Miniseries,Generation Kill,David Simon,False
2009, Miniseries,Little Dorrit (Masterpiece),Anne Pivcevic,True
2009, Supporting Actress in a Miniseries or Movie,House Of Saddam,Shohreh Aghdashloo,True
2009, Supporting Actress in a Miniseries or Movie,Grey Gardens,Jeanne Tripplehorn,False
2009, Supporting Actress in a Miniseries or Movie,Into The Storm,Janet McTeer,False
2009, Supporting Actress in a Miniseries or Movie,Relative Stranger,Cicely Tyson,False
2009, Supporting Actress in a Miniseries or Movie,The Courageous Heart Of Irena Sendler (Hallmark Hall Of Fame Presentation),Marcia Gay Harden,False
2009, Voice-Over Performance,American Masters,Ron Rifkin,False
2009, Voice-Over Performance,Robot Chicken,Seth Green,False
2009, Voice-Over Performance,The Simpsons,Hank Azaria,False
2009, Voice-Over Performance,Family Guy,Seth MacFarlane,False
2009, Voice-Over Performance,The Simpsons,Harry Shearer,False
2009, Voice-Over Performance,The Simpsons,Dan Castellaneta,True
2009, Writing for Nonfiction Programming,Roman Polanski: Wanted And Desired,Joe Bini,True
2009, Writing for Nonfiction Programming,American Masters,Amanda Vaill,False
2009, Writing for Nonfiction Programming,Penn & Teller: Bullshit!,Penn Jillette,False
2009, Writing for Nonfiction Programming,Make 'Em Laugh: The Funny Business Of America,Michael Kantor,False
2009, Writing for Nonfiction Programming,American Experience,David Grubin,False
2008, Lead Actress In A Comedy Series,Ugly Betty,America Ferrera,False
2008, Lead Actress In A Comedy Series,30 Rock,Tina Fey,True
2008, Lead Actress In A Comedy Series,Samantha Who?,Christina Applegate,False
2008, Lead Actress In A Comedy Series,The New Adventures Of Old Christine ,Julia Louis-Dreyfus,False
2008, Lead Actress In A Comedy Series,Weeds,Mary-Louise Parker,False
2008, Lead Actor In A Comedy Series,The Office,Steve Carell,False
2008, Lead Actor In A Comedy Series,30 Rock,Alec Baldwin,True
2008, Lead Actor In A Comedy Series,Pushing Daisies,Lee Pace,False
2008, Lead Actor In A Comedy Series,Monk,Tony Shalhoub,False
2008, Lead Actor In A Comedy Series,Two And A Half Men,Charlie Sheen,False
2008, Supporting Actress In A Comedy Series,Ugly Betty,Vanessa Williams,False
2008, Supporting Actress In A Comedy Series,Pushing Daisies,Kristin Chenoweth,False
2008, Supporting Actress In A Comedy Series,Samantha Who?,Jean Smart,True
2008, Supporting Actress In A Comedy Series,Two And A Half Men,Holland Taylor,False
2008, Supporting Actress In A Comedy Series,Saturday Night Live,Amy Poehler,False
2008, Supporting Actor In A Comedy Series,The Office,Rainn Wilson,False
2008, Supporting Actor In A Comedy Series,How I Met Your Mother,Neil Patrick Harris,False
2008, Supporting Actor In A Comedy Series,Entourage,Jeremy Piven,True
2008, Supporting Actor In A Comedy Series,Entourage,Kevin Dillon,False
2008, Supporting Actor In A Comedy Series,Two And A Half Men,Jon Cryer,False
2008, Guest Actress In A Comedy Series,30 Rock,Carrie Fisher,False
2008, Guest Actress In A Comedy Series,30 Rock,Edie Falco,False
2008, Guest Actress In A Comedy Series,30 Rock,Elaine Stritch,False
2008, Guest Actress In A Comedy Series,Monk,Sarah Silverman,False
2008, Guest Actress In A Comedy Series,Desperate Housewives,Polly Bergen,False
2008, Guest Actress In A Comedy Series,Desperate Housewives,Kathryn Joosten,True
2008, Guest Actor In A Comedy Series,30 Rock,Rip Torn,False
2008, Guest Actor In A Comedy Series,30 Rock,Will Arnett,False
2008, Guest Actor In A Comedy Series,30 Rock,Steve Buscemi,False
2008, Guest Actor In A Comedy Series,Curb Your Enthusiasm,Shelley Berman,False
2008, Guest Actor In A Comedy Series,30 Rock,Tim Conway,True
2008, Writing for a Comedy Series,The Office,Lee Eisenberg,False
2008, Writing for a Comedy Series,30 Rock,Jack Burditt,False
2008, Writing for a Comedy Series,30 Rock,Tina Fey,True
2008, Writing for a Comedy Series,Flight Of The Conchords,James Bobin,False
2008, Writing for a Comedy Series,Pushing Daisies,Bryan Fuller,False
2008, Directing For A Comedy Series,The Office,Paul Lieberstein,False
2008, Directing For A Comedy Series,30 Rock,Michael Engler,False
2008, Directing For A Comedy Series,Flight Of The Conchords,James Bobin,False
2008, Directing For A Comedy Series,Pushing Daisies,Barry Sonnenfeld,True
2008, Directing For A Comedy Series,Entourage,Dan Attias,False
2008, Directing For A Comedy Series,The Office,Paul Feig,False
2008, Comedy Series,Curb Your Enthusiasm,Larry David,False
2008, Comedy Series,Entourage,Mark Wahlberg,False
2008, Comedy Series,The Office,Greg Daniels,False
2008, Comedy Series,30 Rock,Lorne Michaels,True
2008, Comedy Series,Two And A Half Men,Chuck Lorre,False
2008, Lead Actress In A Miniseries Or A Movie,Cranford (MASTERPIECE),Dame Judi Dench,False
2008, Lead Actress In A Miniseries Or A Movie,An American Crime,Catherine Keener,False
2008, Lead Actress In A Miniseries Or A Movie,Bernard And Doris,Susan Sarandon,False
2008, Lead Actress In A Miniseries Or A Movie,John Adams,Laura Linney,True
2008, Lead Actress In A Miniseries Or A Movie,A Raisin In The Sun,Phylicia Rashad,False
2008, Lead Actor In A Miniseries Or A Movie,Recount,Kevin Spacey,False
2008, Lead Actor In A Miniseries Or A Movie,Bernard And Doris,Ralph Fiennes,False
2008, Lead Actor In A Miniseries Or A Movie,John Adams,Paul Giamatti,True
2008, Lead Actor In A Miniseries Or A Movie,Recount,Tom Wilkinson,False
2008, Lead Actor In A Miniseries Or A Movie,Extras: The Extra Special Series Finale,Ricky Gervais,False
2008, Supporting Actress In A Miniseries Or A Movie,Pictures Of Hollis Woods (Hallmark Hall Of Fame Presentation),Alfre Woodard,False
2008, Supporting Actress In A Miniseries Or A Movie,Recount,Laura Dern,False
2008, Supporting Actress In A Miniseries Or A Movie,Cranford (MASTERPIECE),Dame Eileen Atkins,True
2008, Supporting Actress In A Miniseries Or A Movie,A Raisin In The Sun,Audra McDonald,False
2008, Supporting Actress In A Miniseries Or A Movie,Extras: The Extra Special Series Finale,Ashley Jensen,False
2008, Supporting Actor In A Miniseries Or A Movie,Recount,Denis Leary,False
2008, Supporting Actor In A Miniseries Or A Movie,Recount,Bob Balaban,False
2008, Supporting Actor In A Miniseries Or A Movie,John Adams,David Morse,False
2008, Supporting Actor In A Miniseries Or A Movie,John Adams,Stephen Dillane,False
2008, Supporting Actor In A Miniseries Or A Movie,John Adams,Tom Wilkinson,True
2008, Writing for a Miniseries,Recount,Danny Strong,False
2008, Writing for a Miniseries,Cranford (MASTERPIECE),Heidi Thomas,False
2008, Writing for a Miniseries,Bernard And Doris,Hugh Costello,False
