year,category,nominee,workers,winner
1953,Film | British Actor in 1953,Ralph Richardson,The Sound Barrier,True
1975,Film | Screenplay in 1975,Blazing Saddles,"Mel Brooks, Norman Steinberg, Andrew Bergman, Richard Pryor, Alan Uger",False
1975,Film | Screenplay in 1975,The Conversation,Francis Ford Coppola,False
1975,Film | Screenplay in 1975,Lacombe Lucien,"Louis Malle, Patrick Modiano",False
1975,Film | Supporting Actor in 1975,Murder On The Orient Express,John Gielgud,True
1975,Film | Supporting Actor in 1975,Chinatown,John Huston,False
1975,Film | Supporting Actor in 1975,The Last Detail,Randy Quaid,False
1975,Film | Supporting Actor in 1975,Stardust,Adam Faith,False
1975,Film | Supporting Actress in 1975,Murder On The Orient Express,Ingrid Bergman,True
1975,Film | Supporting Actress in 1975,American Graffiti,Cindy Williams,False
1975,Film | Supporting Actress in 1975,"Summer Wishes, Winter Dreams",Sylvia Sidney,False
1975,Film | Supporting Actress in 1975,The Tamarind Seed,Sylvia Syms,False
1976,Film | Actor in 1976,The Godfather Part II/Dog Day Afternoon,Al Pacino,True
1976,Film | Actor in 1976,Jaws,Richard Dreyfuss,False
1976,Film | Actor in 1976,French Connection 2/Night Moves,Gene Hackman,False
1976,Film | Actor in 1976,Lenny,Dustin Hoffman,False
1976,Film | Actress in 1976,Alice Doesn't Live Here Anymore,Ellen Burstyn,True
1976,Film | Actress in 1976,The Prisoner Of 2nd Avenue,Anne Bancroft,False
1976,Film | Actress in 1976,Lenny,Valerie Perrine,False
1976,Film | Actress in 1976,Scenes From A Marriage,Liv Ullman,False
1976,Film | Direction in 1976,Stanley Kubrick,Barry Lyndon,True
1976,Film | Direction in 1976,Martin Scorsese,Alice Doesn't Live Here Anymore,False
1976,Film | Direction in 1976,Sidney Lumet,Dog Day Afternoon,False
1976,Film | Direction in 1976,Steven Spielberg,Jaws,False
1976,Film | John Grierson Award (Short Film) in 1976,John Armstrong,Sea Area Forties,True
1976,Film | John Grierson Award (Short Film) in 1976,Graham Baker,Leaving Lily,False
1976,Film | John Grierson Award (Short Film) in 1976,Ronald Eastman,The Living Woodland,False
1976,Film | John Grierson Award (Short Film) in 1976,Ron Granville,Waiting On Weather,False
1976,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1976",Alan Pendry,The Early Americans,True
1976,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1976",Eric Marquis,Seven Green Bottles,False
1976,Film | Screenplay in 1976,Alice Doesn't Live Here Anymore,Robert Getchell,True
1976,Film | Screenplay in 1976,Dog Day Afternoon,Frank Pierson,False
1976,Film | Screenplay in 1976,Jaws,"Peter Benchley, Carl Gottlieb",False
1976,Film | Screenplay in 1976,Nashville,Joan Tewkesbury,False
1976,Film | Supporting Actor in 1976,The Towering Inferno,Fred Astaire,True
1976,Film | Supporting Actor in 1976,The Taking Of Pelham 123,Martin Balsam,False
1976,Film | Supporting Actor in 1976,The Day Of The Locust,Burgess Meredith,False
1976,Film | Supporting Actor in 1976,Shampoo,Jack Warden,False
1976,Film | Supporting Actress in 1976,Alice Doesn't Live Here Anymore,Diane Ladd,True
1976,Film | Supporting Actress in 1976,Nashville,Ronee Blakley,False
1976,Film | Supporting Actress in 1976,Alice Doesn't Live Here Anymore,Lelia Goldoni,False
1976,Film | Supporting Actress in 1976,Nashville,Gwen Welles,False
1977,Film | Actor in 1977,One Flew Over The Cuckoo's Nest,Jack Nicholson,True
1977,Film | Actor in 1977,Taxi Driver,Robert De Niro,False
1977,Film | Actor in 1977,All The President's Men/Marathon Man,Dustin Hoffman,False
1977,Film | Actor in 1977,The Sunshine Boys/The Bad News Bears,Walter Matthau,False
1977,Film | Actress in 1977,Louise Fletcher,One Flew Over The Cuckoo's Nest,True
1977,Film | Actress in 1977,Lauren Bacall,The Shootist,False
1977,Film | Actress in 1977,Rita Moreno,The Ritz,False
1977,Film | Actress in 1977,Liv Ullman,Face To Face,False
1977,Film | Direction in 1977,Milos Forman,One Flew Over The Cuckoo's Nest,True
1977,Film | Direction in 1977,Alan J Pakula,All The President's Men,False
1977,Film | Direction in 1977,Alan Parker,Bugsy Malone,False
1977,Film | Direction in 1977,Martin Scorsese,Taxi Driver,False
1977,Film | Production Design in 1977,Geoffrey Kirkland,Bugsy Malone,True
1977,Film | Production Design in 1977,George Jenkins,All The President's Men,False
1977,Film | Production Design in 1977,"Mario Chiari, Dale Hennesy",King Kong,False
1977,Film | Production Design in 1977,Raymond Simm,The Slipper And The Rose,False
1977,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1977",Albert Kish,The Canadians (Los Canadienses),True
1977,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1977",Tony Maylam,White Rock,False
1977,Film | Screenplay in 1977,Bugsy Malone,Alan Parker,True
1977,Film | Screenplay in 1977,All The President's Men,William Goldman,False
1977,Film | Screenplay in 1977,One Flew Over The Cuckoo's Nest,"Lawrence Hauben, Bo Goldman",False
1977,Film | Screenplay in 1977,The Sunshine Boys,Neil Simon,False
1977,Film | Short Factual Film in 1977,The End Of The Road,John Amstrong,True
1977,Film | Short Factual Film in 1977,Energy In Perspective,Peter De Normanville,False
1977,Film | Short Factual Film in 1977,The Speed Sailors,John Spencer,False
1977,Film | Supporting Actor in 1977,One Flew Over The Cuckoo's Nest,Brad Dourif,True
1977,Film | Supporting Actor in 1977,All The President's Men,Martin Balsam,False
1977,Film | Supporting Actor in 1977,The Slipper And The Rose,Michael Hordern,False
1977,Film | Supporting Actor in 1977,All The President's Men,Jason Robards,False
1977,Film | Supporting Actress in 1977,Bugsy Malone/Taxi Driver,Jodie Foster,True
1977,Film | Supporting Actress in 1977,The Slipper And The Rose,Annette Crosbie,False
1977,Film | Supporting Actress in 1977,The Homecoming,Vivien Merchant,False
1977,Film | Supporting Actress in 1977,The Omen,Billie Whitelaw,False
1978,Film | Actor in 1978,Peter Finch,Network,True
1978,Film | Actor in 1978,Woody Allen,Annie Hall,False
1978,Film | Actor in 1978,William Holden,Network,False
1978,Film | Actor in 1978,Sylvester Stallone,Rocky,False
1978,Film | Actress in 1978,Diane Keaton,Annie Hall,True
1978,Film | Actress in 1978,Faye Dunaway,Network,False
1978,Film | Actress in 1978,Shelley Duvall,Three Women,False
1978,Film | Actress in 1978,Lily Tomlin,The Late Show,False
1978,Film | Direction in 1978,Woody Allen,Annie Hall,True
1978,Film | Direction in 1978,Richard Attenborough,A Bridge Too Far,False
1978,Film | Direction in 1978,Sidney Lumet,Network,False
1978,Film | Direction in 1978,John G Avildsen,Rocky,False
1978,Film | Fictional Film in 1978,The Bead Game,Ishu Patel,True
1978,Film | Fictional Film in 1978,The Chinese Word For Horse,Kate Canning,False
1978,Film | Fictional Film in 1978,The Sand Castle,Co Hoedeman,False
1978,Film | Production Design in 1978,Danilo Donati,Fellini's Casanova (Il Casanova Di Federico Fellini),True
1978,Film | Production Design in 1978,Terence Marsh,A Bridge Too Far,False
1978,Film | Production Design in 1978,Ken Adam,The Spy Who Loved Me,False
1978,Film | Production Design in 1978,Philip Harrison,Valentino,False
1978,Film | Screenplay in 1978,Annie Hall,"Woody Allen, Marshall Brickman",True
1978,Film | Screenplay in 1978,Equus,Peter Schaffer,False
1978,Film | Screenplay in 1978,Network,Paddy Chayefsky,False
1978,Film | Screenplay in 1978,Rocky,Sylvester Stallone,False
1978,Film | Supporting Actor in 1978,A Bridge Too Far,Edward Fox,True
1978,Film | Supporting Actor in 1978,Equus,Colin Blakely,False
1978,Film | Supporting Actor in 1978,Network,Robert Duvall,False
1978,Film | Supporting Actor in 1978,The Front,Zero Mostel,False
1978,Film | Supporting Actress in 1978,Equus,Jenny Agutter,True
1978,Film | Supporting Actress in 1978,Welcome To LA,Geraldine Chaplin,False
1978,Film | Supporting Actress in 1978,Equus,Joan Plowright,False
1978,Film | Supporting Actress in 1978,Next Stop Greenwich Village,Shelley Winters,False
1979,Film | Actor in 1979,Richard Dreyfuss,The Goodbye Girl,True
1979,Film | Actor in 1979,Brad Davis,Midnight Express,False
1979,Film | Actor in 1979,Anthony Hopkins,Magic,False
1979,Film | Actor in 1979,Peter Ustinov,Death On The Nile,False
1979,Film | Actress in 1979,Jane Fonda,Julia,True
1979,Film | Actress in 1979,Anne Bancroft,The Turning Point,False
1979,Film | Actress in 1979,Jill Clayburgh,An Unmarried Woman,False
1979,Film | Actress in 1979,Marsha Mason,The Goodbye Girl,False
1979,Film | Direction in 1979,Alan Parker,Midnight Express,True
1979,Film | Direction in 1979,Steven Spielberg,Close Encounters Of The Third Kind,False
1979,Film | Direction in 1979,Fred Zinnemann,Julia,False
1979,Film | Direction in 1979,Robert Altman,A Wedding,False
1979,Film | Production Design in 1979,Joe Alves,Close Encounters Of The Third Kind,True
1979,Film | Production Design in 1979,"Gene Callahan, Willy Holt, Carmen Dillon",Julia,False
1979,Film | Production Design in 1979,John Barry,Star Wars,False
1979,Film | Production Design in 1979,John Barry,Superman,False
1979,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1979",The Silent Witness,David Rolfe,True
1979,Film | Screenplay in 1979,Julia,Alvin Sargent,True
1979,Film | Screenplay in 1979,Close Encounters Of The Third Kind,Steven Spielberg,False
1979,Film | Screenplay in 1979,The Goodbye Girl,Neil Simon,False
1979,Film | Screenplay in 1979,A Wedding,"John Considine, Patricia Resnick, Allan Nicholls, Robert Altman",False
1979,Film | Short Factual Film in 1979,Hokusai: An Animated Sketchbook,Tony White,True
1979,Film | Short Factual Film in 1979,I'll Find A Way,Beverly Shaffer,False
1979,Film | Short Factual Film in 1979,Planet Water,Derek Williams,False
1979,Film | Short Factual Film in 1979,Sunday Muddy Sunday,Lindsay Dale,False
1979,Film | Supporting Actor in 1979,Midnight Express,John Hurt,True
1979,Film | Supporting Actor in 1979,Superman,Gene Hackman,False
1979,Film | Supporting Actor in 1979,Julia,Jason Robards,False
1979,Film | Supporting Actor in 1979,Close Encounters Of The Third Kind,François Truffaut,False
1979,Film | Supporting Actress in 1979,Interiors,Geraldine Page,True
1979,Film | Supporting Actress in 1979,Death On The Nile,Angela Lansbury,False
1979,Film | Supporting Actress in 1979,Death On The Nile,Maggie Smith,False
1979,Film | Supporting Actress in 1979,Stevie,Mona Washbourne,False
1980,Film | Actor in 1980,The China Syndrome,Jack Lemmon,True
1980,Film | Actor in 1980,Manhattan,Woody Allen,False
1980,Film | Actor in 1980,The Deer Hunter,Robert De Niro,False
1980,Film | Actor in 1980,Apocalypse Now,Martin Sheen,False
1980,Film | Actress in 1980,The China Syndrome,Jane Fonda,True
1980,Film | Actress in 1980,Manhattan,Diane Keaton,False
1980,Film | Actress in 1980,California Suite,Maggie Smith,False
1980,Film | Actress in 1980,The Deer Hunter,Meryl Streep,False
1980,Film | Direction in 1980,Francis Ford Coppola,Apocalypse Now,True
1980,Film | Direction in 1980,Michael Cimino,The Deer Hunter,False
1980,Film | Direction in 1980,Woody Allen,Manhattan,False
1980,Film | Direction in 1980,John Schlesinger,Yanks,False
1980,Film | Production Design in 1980,Michael Seymour,Alien,True
1980,Film | Production Design in 1980,Dean Tavoularis,Apocalypse Now,False
1980,Film | Production Design in 1980,Jeremiah Rusconi,The Europeans,False
1980,Film | Production Design in 1980,Brian Morris,Yanks,False
1980,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1980",The Tree Of Wooden Clogs,Ermanno Olmi,True
1980,Film | Screenplay in 1980,Manhattan,"Woody Allen, Marshall Brickman",True
1980,Film | Screenplay in 1980,The China Syndrome,"Mike Gray, TS Cook, James Bridges",False
1980,Film | Screenplay in 1980,The Deer Hunter,Deric Washburn,False
1980,Film | Screenplay in 1980,Yanks,"Colin Welland, Walter Bernstein",False
1980,Film | Supporting Actor in 1980,Apocalypse Now,Robert Duvall,True
1980,Film | Supporting Actor in 1980,Saint Jack,Denholm Elliott,False
1980,Film | Supporting Actor in 1980,Alien,John Hurt,False
1980,Film | Supporting Actor in 1980,The Deer Hunter,Christopher Walken,False
1980,Film | Supporting Actress in 1980,Yanks,Rachel Roberts,True
1980,Film | Supporting Actress in 1980,The Europeans,Lisa Eichhorn,False
1980,Film | Supporting Actress in 1980,Manhattan,Mariel Hemingway,False
1980,Film | Supporting Actress in 1980,Manhattan,Meryl Streep,False
1981,Film | Actor in 1981,The Elephant Man,John Hurt,True
1981,Film | Actor in 1981,Kramer Vs Kramer,Dustin Hoffman,False
1981,Film | Actor in 1981,All That Jazz,Roy Scheider,False
1981,Film | Actor in 1981,Being There,Peter Sellers,False
1981,Film | Actress in 1981,Judy Davis,My Brilliant Career,True
1981,Film | Actress in 1981,Shirley MacLaine,Being There,False
1981,Film | Actress in 1981,Bette Midler,The Rose,False
1981,Film | Actress in 1981,Meryl Streep,Kramer Vs Kramer,False
1981,Film | Direction in 1981,Akira Kurosawa,Kagemusha,True
1981,Film | Direction in 1981,David Lynch,The Elephant Man,False
1981,Film | Direction in 1981,Alan Parker,Fame,False
1981,Film | Direction in 1981,Robert Benton,Kramer Vs Kramer,False
1981,Film | Editing in 1981,Alan Heim,All That Jazz,True
1981,Film | Editing in 1981,Anne V Coates,The Elephant Man,False
1981,Film | Editing in 1981,Gerry Hambling,Fame,False
1981,Film | Editing in 1981,Jerry Greenberg,Kramer Vs Kramer,False
1981,Film | Production Design in 1981,Stuart Craig,The Elephant Man,True
1981,Film | Production Design in 1981,Philip Rosenberg,All That Jazz,False
1981,Film | Production Design in 1981,Norman Reynolds,The Empire Strikes Back,False
1981,Film | Production Design in 1981,Danilo Donati,Flash Gordon,False
1981,Film | Screenplay in 1981,Being There,Jerzy Kosinski,True
1981,Film | Screenplay in 1981,Airplane!,"Jim Abrahams, David Zucker, Jerry Zucker",False
1981,Film | Screenplay in 1981,The Elephant Man,"Christopher De Vore, Eric Bergren, David Lynch",False
1981,Film | Screenplay in 1981,Kramer Vs Kramer,Robert Benton,False
1982,Film | Actor in 1982,Atlantic City,Burt Lancaster,True
1982,Film | Actor in 1982,Raging Bull,Robert De Niro,False
1982,Film | Actor in 1982,The Long Good Friday,Bob Hoskins,False
1982,Film | Actor in 1982,The French Lieutenant's Woman,Jeremy Irons,False
1982,Film | Actress in 1982,Meryl Streep,The French Lieutenant's Woman,True
1982,Film | Actress in 1982,Mary Tyler Moore,Ordinary People,False
1982,Film | Actress in 1982,Maggie Smith,Quartet,False
1982,Film | Actress in 1982,Sissy Spacek,Coal Miner's Daughter,False
1982,Film | Direction in 1982,Louis Malle,Atlantic City,True
1982,Film | Direction in 1982,Hugh Hudson,Chariots Of Fire,False
1982,Film | Direction in 1982,Karel Reisz,The French Lieutenant's Woman,False
1982,Film | Direction in 1982,Bill Forsyth,Gregory's Girl,False
1982,Film | Editing in 1982,Thelma Schoonmaker,Raging Bull,True
1982,Film | Editing in 1982,Terry Rawlings,Chariots Of Fire,False
1982,Film | Editing in 1982,John Bloom,The French Lieutenant's Woman,False
1982,Film | Editing in 1982,Michael Kahn,Raiders Of The Lost Ark,False
1982,Film | Production Design in 1982,Norman Reynolds,Raiders Of The Lost Ark,True
1982,Film | Production Design in 1982,Roger Hall,Chariots Of Fire,False
1982,Film | Production Design in 1982,Assheton Gorton,The French Lieutenant's Woman,False
1982,Film | Production Design in 1982,Pierre Guffroy,Tess,False
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982","Nick Broomfield, Joan Churchill",Soldier Girls,True
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Ira Wohl,Best Boy,False
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Connie Field,The Life And Times Of Rosie The Riverter,False
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Ian Potts,Return Journey,False
1982,Film | Screenplay in 1982,Gregory's Girl,Bill Forsyth,True
1982,Film | Screenplay in 1982,Atlantic City,John Guare,False
1982,Film | Screenplay in 1982,Chariots Of Fire,Colin Welland,False
1982,Film | Screenplay in 1982,The French Lieutenant's Woman,Harold Pinter,False
1982,Film | Supporting Artist in 1982,Chariots Of Fire,Ian Holm,True
1982,Film | Supporting Artist in 1982,Raiders Of The Lost Ark,Denholm Elliott,False
1982,Film | Supporting Artist in 1982,Arthur,John Gielgud,False
1982,Film | Supporting Artist in 1982,Chariots Of Fire,Nigel Havers,False
1983,Film | Actor in 1983,Gandhi,Ben Kingsley,True
1983,Film | Actor in 1983,Reds,Warren Beatty,False
1983,Film | Actor in 1983,Shoot The Moon,Albert Finney,False
1983,Film | Actor in 1983,On Golden Pond,Henry Fonda,False
1983,Film | Actor in 1983,Missing,Jack Lemmon,False
1983,Film | Actress in 1983,Katharine Hepburn,On Golden Pond,True
1983,Film | Actress in 1983,Diane Keaton,Reds,False
1983,Film | Actress in 1983,Jennifer Kendal,36 Chowringhee Lane,False
1983,Film | Actress in 1983,Sissy Spacek,Missing,False
1983,Film | Direction in 1983,Richard Attenborough,Gandhi,True
1983,Film | Direction in 1983,Steven Spielberg,ET: The Extra-Terrestrial,False
1983,Film | Direction in 1983,Costa-Gavras,Missing,False
1983,Film | Direction in 1983,Mark Rydell,On Golden Pond,False
1983,Film | Foreign Language Film in 1983,Francesco Rosi,Christ Stopped At Eboli (Cristo Si È Fermato A Eboli),True
1983,Film | Foreign Language Film in 1983,Wolfgang Petersen,The Boat (Das Boot),False
1983,Film | Foreign Language Film in 1983,Jean-Jacques Beineix,Diva,False
1983,Film | Foreign Language Film in 1983,Werner Herzog,Fitzcarraldo,False
1983,Film | Production Design in 1983,Lawrence G Paull,Blade Runner,True
1983,Film | Production Design in 1983,James D Bissell,ET: The Extra-Terrestrial,False
1983,Film | Production Design in 1983,Stuart Craig,Gandhi,False
1983,Film | Production Design in 1983,Richard Sylbert,Reds,False
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",Les Blank,Burden Of Dreams,True
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983","Kevin Rafferty, Jayne Loader, Pierce Rafferty",The Atomic Café,False
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",Bonnie Sherr Klein,Not A Love Story,False
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",Jim Brown,The Weavers: Wasn't That A Time,False
1983,Film | Screenplay in 1983,Missing,"Costa-Gavras, Donald Stewart",True
1983,Film | Screenplay in 1983,ET: The Extra-Terrestrial,Melissa Mathison,False
1983,Film | Screenplay in 1983,Gandhi,John Briley,False
1983,Film | Screenplay in 1983,On Golden Pond,Ernest Thompson,False
1983,Film | Supporting Actor in 1983,Jack Nicholson,Reds,True
1983,Film | Supporting Actor in 1983,Frank Finlay,The Return Of The Soldier,False
1983,Film | Supporting Actor in 1983,Edward Fox,Gandhi,False
1983,Film | Supporting Actor in 1983,Roshan Seth,Gandhi,False
1983,Film | Supporting Actress in 1983,Gandhi,Rohini Hattangadi,True
1983,Film | Supporting Actress in 1983,Reds,Maureen Stapleton,True
1983,Film | Supporting Actress in 1983,Gandhi,Candice Bergen,False
1983,Film | Supporting Actress in 1983,On Golden Pond,Jane Fonda,False
1984,Film | Actor in 1984,Educating Rita,Michael Caine,True
1984,Film | Actor in 1984,Tootsie,Dustin Hoffman,True
1984,Film | Actor in 1984,The Honorary Consul,Michael Caine,False
1984,Film | Actor in 1984,The King Of Comedy,Robert De Niro,False
1984,Film | Actress in 1984,Julie Walters,Educating Rita,True
1984,Film | Actress in 1984,Jessica Lange,Tootsie,False
1984,Film | Actress in 1984,Phyllis Logan,"Another Time, Another Place",False
1984,Film | Actress in 1984,Meryl Streep,Sophie's Choice,False
1984,Film | Adapted Screenplay in 1984,Heat And Dust,Ruth Prawer Jhabvala,True
1984,Film | Adapted Screenplay in 1984,Betrayal,Harold Pinter,False
1984,Film | Adapted Screenplay in 1984,Educating Rita,Willy Russell,False
1984,Film | Adapted Screenplay in 1984,Tootsie,"Larry Gelbart, Murray Schisgal",False
1984,Film | Direction in 1984,Bill Forsyth,Local Hero,True
1984,Film | Direction in 1984,James Ivory,Heat And Dust,False
1984,Film | Direction in 1984,Martin Scorsese,The King Of Comedy,False
1984,Film | Direction in 1984,Sydney Pollack,Tootsie,False
1984,Film | Editing in 1984,"Bud Smith, Walt Mulconery",Flashdance,True
1984,Film | Editing in 1984,Thelma Schoonmaker,The King Of Comedy,False
1984,Film | Editing in 1984,Michael Bradsell,Local Hero,False
1984,Film | Editing in 1984,Susan E Morse,Zelig,False
1984,Film | Foreign Language Film in 1984,"Margaret Menegoz, Barbara Pec-Slesicka, Andrzej Wajda",Danton,True
1984,Film | Foreign Language Film in 1984,"Jorn Donner, Ingmar Bergman",Fanny And Alexander,False
1984,Film | Foreign Language Film in 1984,"Armand Barbault, François Truffaut",Finally Sunday (Vivement Dimanche!),False
1984,Film | Foreign Language Film in 1984,"Tarak Ben Ammar, Franco Zeffirelli",La Traviata,False
1984,Film | Most Promising Newcomer To Film in 1984,"Another Time, Another Place",Phyllis Logan,True
1984,Film | Most Promising Newcomer To Film in 1984,Sophie's Choice,Kevin Kline,False
1984,Film | Most Promising Newcomer To Film in 1984,Heat And Dust,Greta Scacchi,False
1984,Film | Most Promising Newcomer To Film in 1984,Educating Rita,Julie Walters,False
1984,Film | Original Screenplay in 1984,Paul D Zimmerman,The King Of Comedy,True
1984,Film | Original Screenplay in 1984,Bill Forsyth,Local Hero,False
1984,Film | Original Screenplay in 1984,"Timothy Harris, Herschel Weingrod",Trading Places,False
1984,Film | Original Screenplay in 1984,Woody Allen,Zelig,False
1984,Film | Production Design in 1984,"Franco Zeffirelli,  Gianni Quaranta",La Traviata,True
1984,Film | Production Design in 1984,Wilfred Shingleton,Heat And Dust,False
1984,Film | Production Design in 1984,Norman Reynolds,Return Of The Jedi,False
1984,Film | Production Design in 1984,Angelo P Graham,Wargames,False
1984,Film | Supporting Actor in 1984,Trading Places,Denholm Elliott,True
1984,Film | Supporting Actor in 1984,The Honorary Consul,Bob Hoskins,False
1984,Film | Supporting Actor in 1984,Local Hero,Burt Lancaster,False
1984,Film | Supporting Actor in 1984,The King Of Comedy,Jerry Lewis,False
1984,Film | Supporting Actress in 1984,Trading Places,Jamie Lee Curtis,True
1984,Film | Supporting Actress in 1984,Tootsie,Terri Garr,False
1984,Film | Supporting Actress in 1984,The Ploughman's Lunch,Rosemary Harris,False
1984,Film | Supporting Actress in 1984,Educating Rita,Maureen Lipman,False
1985,Film | Actor in 1985,The Killing Fields,Dr Haing S Ngor,True
1985,Film | Actor in 1985,The Dresser,Tom Courtenay,False
1985,Film | Actor in 1985,The Dresser,Albert Finney,False
1985,Film | Actor in 1985,The Killing Fields,Sam Waterston,False
1985,Film | Actress in 1985,Maggie Smith,A Private Function,True
1985,Film | Actress in 1985,Shirley MacLaine,Terms Of Endearment,False
1985,Film | Actress in 1985,Helen Mirren,Cal,False
1985,Film | Actress in 1985,Meryl Streep,Silkwood,False
1985,Film | Adapted Screenplay in 1985,The Killing Fields,Bruce Robinson,True
1985,Film | Adapted Screenplay in 1985,Another Country,Julian Mitchell,False
1985,Film | Adapted Screenplay in 1985,The Dresser,Ronald Harwood,False
1985,Film | Adapted Screenplay in 1985,"Paris, Texas",Sam Shepard,False
1985,Film | Direction in 1985,Wim Wenders,"Paris, Texas",True
1985,Film | Direction in 1985,Peter Yates,The Dresser,False
1985,Film | Direction in 1985,Roland Joffé,The Killing Fields,False
1985,Film | Direction in 1985,Sergio Leone,Once Upon A Time In America,False
1985,Film | Editing in 1985,Jim Clark,The Killing Fields,True
1985,Film | Editing in 1985,Gerry Hambling,Another Country,False
1985,Film | Editing in 1985,Michael Kahn,Indiana Jones And The Temple Of Doom,False
1985,Film | Editing in 1985,"John Bloom, Mark Conte",Under Fire,False
1985,Film | Foreign Language Film in 1985,"Emiliano Piedra, Carlos Saura",Carmen,True
1985,Film | Foreign Language Film in 1985,Daniel Vigne,The Return Of Martin Guerre (Le Retour De Martin Guerre),False
1985,Film | Foreign Language Film in 1985,"Alain Sarde, Bertrand Tavernier",Sunday In The Country,False
1985,Film | Foreign Language Film in 1985,"Margaret Menegoz, Volker Schlöndorff",Swann In Love,False
1985,Film | Most Promising Newcomer To Film in 1985,The Killing Fields,Dr Haing S Ngor,True
1985,Film | Most Promising Newcomer To Film in 1985,Another Country,Rupert Everett,False
1985,Film | Most Promising Newcomer To Film in 1985,Cal,John Lynch,False
1985,Film | Most Promising Newcomer To Film in 1985,The Hit,Tim Roth,False
1985,Film | Original Screenplay in 1985,Woody Allen,Broadway Danny Rose,True
1985,Film | Original Screenplay in 1985,"Lawrence Kasdan, Barbara Benedek",The Big Chill,False
1985,Film | Original Screenplay in 1985,Bill Forsyth,Comfort And Joy,False
1985,Film | Original Screenplay in 1985,Alan Bennett,A Private Function,False
1985,Film | Production Design in 1985,Roy Walker,The Killing Fields,True
1985,Film | Production Design in 1985,Anton Furst,The Company Of Wolves,False
1985,Film | Production Design in 1985,Stuart Craig,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",False
1985,Film | Production Design in 1985,Allan Cameron,1984,False
1985,Film | Supporting Actor in 1985,A Private Function,Denholm Elliott,True
1985,Film | Supporting Actor in 1985,Gorky Park,Michael Elphick,False
1985,Film | Supporting Actor in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",Ian Holm,False
1985,Film | Supporting Actor in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",Ralph Richardson,False
1985,Film | Supporting Actress in 1985,A Private Function,Liz Smith,True
1985,Film | Supporting Actress in 1985,The Dresser,Eileen Atkins,False
1985,Film | Supporting Actress in 1985,Silkwood,Cher,False
1985,Film | Supporting Actress in 1985,Once Upon A Time In America,Tuesday Weld,False
1986,Film | Actor in a Leading Role in 1986,William Hurt,Kiss Of The Spider Woman,True
1986,Film | Actor in a Leading Role in 1986,Victor Banerjee,A Passage To India,False
1986,Film | Actor in a Leading Role in 1986,Harrison Ford,Witness,False
1986,Film | Actor in a Leading Role in 1986,F Murray Abraham,Amadeus,False
1986,Film | Actor in a Supporting Role in 1986,Denholm Elliott,Defence Of The Realm,True
1986,Film | Actor in a Supporting Role in 1986,James Fox,A Passage To India,False
1986,Film | Actor in a Supporting Role in 1986,John Gielgud,Plenty,False
1986,Film | Actor in a Supporting Role in 1986,Saeed Jaffrey,My Beautiful Laundrette,False
1986,Film | Actress in a Leading Role in 1986,Peggy Ashcroft,A Passage To India,True
1986,Film | Actress in a Leading Role in 1986,Mia Farrow,The Purple Rose Of Cairo,False
1986,Film | Actress in a Leading Role in 1986,Kelly McGillis,Witness,False
1986,Film | Actress in a Leading Role in 1986,Alexandra Pigg,Letter To Brezhnev,False
1986,Film | Actress in a Supporting Role in 1986,Rosanna Arquette,Desperately Seeking Susan,True
1986,Film | Actress in a Supporting Role in 1986,Judi Dench,Wetherby,False
1986,Film | Actress in a Supporting Role in 1986,Anjelica Huston,Prizzi's Honour,False
1986,Film | Actress in a Supporting Role in 1986,Tracey Ullman,Plenty,False
1986,Film | Adapted Screenplay in 1986,Prizzi's Honour,"Richard Condon, Janet Roach",True
1986,Film | Adapted Screenplay in 1986,Amadeus,Peter Shaffer,False
1986,Film | Adapted Screenplay in 1986,A Passage To India,David Lean,False
1986,Film | Adapted Screenplay in 1986,The Shooting Party,Julian Bond,False
1986,Film | Editing in 1986,"Nena Danevic, Michael Chandler",Amadeus,True
1986,Film | Editing in 1986,"Arthur Schmidt, Harry Keramidas",Back To The Future,False
1986,Film | Editing in 1986,John Bloom,A Chorus Line,False
1986,Film | Editing in 1986,Thom Noble,Witness,False
1986,Film | Foreign Language Film in 1986,"Manfred Durniok, István Szabó",Colonel Redl (Oberst Redl),True
1986,Film | Foreign Language Film in 1986,"Patrice Ledoux, Francesco Rosi",Carmen,False
