nominee,oscar_nomination,emmy_nomination,bafta_nomination,golden_globe_nomination
Bhowhani Junction,0,0,1,0
I'll Cry Tomorrow,0,0,1,0
The Trouble With Harry,0,0,1,0
Guys And Dolls,0,0,1,0
Bus Stop,0,0,1,0
Patterns Of Power,0,0,1,0
Heather Sears,0,0,1,1
The Bridge On The River Kwai,0,0,1,0
Anastasia,0,0,1,0
The Birthday Present,0,0,1,0
Matador,0,0,1,0
Barbara Jefford,0,0,1,0
Blow-Up,0,0,1,0
The Tree Of Wooden Clogs,0,0,1,0
Being There,0,0,1,0
Saint Jack,0,0,1,0
"Colin Welland, Walter Bernstein",0,0,1,0
Deric Washburn,0,0,1,0
"Mike Gray, TS Cook, James Bridges",0,0,1,0
The China Syndrome,0,0,1,0
Two For The Road,0,0,1,0
Stevie,0,0,1,0
Interiors,0,0,1,0
Lindsay Dale,0,0,1,0
Derek Williams,0,0,1,0
Beverly Shaffer,0,0,1,0
Tony White,0,0,1,0
Kagemusha,0,0,1,0
The Empire Strikes Back,0,0,1,0
Flash Gordon,0,0,1,0
Jerzy Kosinski,0,0,1,0
"Jim Abrahams, David Zucker, Jerry Zucker",0,0,1,0
"Christopher De Vore, Eric Bergren, David Lynch",0,0,1,0
The Long Good Friday,0,0,1,0
Gregory's Girl,0,0,1,0
Tess,0,0,1,0
Soldier Girls,0,0,1,0
Best Boy,0,0,1,0
The Life And Times Of Rosie The Riverter,0,0,1,0
Bill Forsyth,0,0,1,0
"John Considine, Patricia Resnick, Allan Nicholls, Robert Altman",0,0,1,0
The Silent Witness,0,0,1,0
The Bead Game,0,0,1,0
King Kong,0,0,1,0
The Canadians (Los Canadienses),0,0,1,0
White Rock,0,0,1,0
John Amstrong,0,0,1,0
Peter De Normanville,0,0,1,0
John Spencer,0,0,1,1
Bugsy Malone/Taxi Driver,0,0,1,0
The Homecoming,0,0,1,0
The Omen,0,0,1,0
Shelley Duvall,0,0,1,0
The Chinese Word For Horse,0,0,1,0
Star Wars,0,0,1,0
The Sand Castle,0,0,1,0
Fellini's Casanova (Il Casanova Di Federico Fellini),0,0,1,0
The Spy Who Loved Me,0,0,1,0
Valentino,0,0,1,0
Peter Schaffer,0,0,1,0
The Front,0,0,1,0
Welcome To LA,0,0,1,0
Next Stop Greenwich Village,0,0,1,0
The Goodbye Girl,0,0,1,0
Magic,0,0,1,0
A Wedding,0,0,1,0
Arthur,0,0,1,0
Shoot The Moon,0,0,1,0
Jennifer Kendal,0,0,1,0
Saeed Jaffrey,0,0,1,0
Cal,0,0,1,0
The Hit,0,0,1,0
Broadway Danny Rose,0,0,1,0
The Big Chill,0,0,1,0
Comfort And Joy,0,0,1,0
The Company Of Wolves,0,0,1,0
1984,0,0,1,0
Gorky Park,0,0,1,0
Silkwood,0,0,1,0
Victor Banerjee,0,0,1,0
F Murray Abraham,0,0,1,0
James Fox,0,0,1,0
Kelly McGillis,0,0,1,1
Sunday In The Country,0,0,1,0
Alexandra Pigg,0,0,1,0
Tracey Ullman,0,0,1,5
Julian Bond,0,0,1,0
A Chorus Line,0,0,1,0
Colonel Redl (Oberst Redl),0,0,1,0
Dim Sum - A Little Bit Of Heart,0,0,1,0
Subway,0,0,1,0
The Purple Rose Of Cairo,0,0,1,0
My Beautiful Laundrette,0,0,1,0
Brazil,0,0,1,0
A Passage To India,0,0,1,0
Swann In Love,0,0,1,0
The Return Of Martin Guerre (Le Retour De Martin Guerre),0,0,1,0
Christ Stopped At Eboli (Cristo Si È Fermato A Eboli),0,0,1,0
Phyllis Logan,0,0,1,0
The Boat (Das Boot),0,0,1,0
Diva,0,0,1,0
Fitzcarraldo,0,0,1,0
Blade Runner,0,0,1,0
Burden Of Dreams,0,0,1,0
The Atomic Café,0,0,1,0
Not A Love Story,0,0,1,0
The Weavers: Wasn't That A Time,0,0,1,0
The Return Of The Soldier,0,0,1,0
"Larry Gelbart, Murray Schisgal",0,0,1,0
Under Fire,0,0,1,0
Flashdance,0,0,1,0
Danton,0,0,1,0
Fanny And Alexander,0,0,1,0
Finally Sunday (Vivement Dimanche!),0,0,1,0
"Another Time, Another Place",0,0,1,0
Sophie's Choice,0,0,1,0
Return Of The Jedi,0,0,1,0
Wargames,0,0,1,0
The Ploughman's Lunch,0,0,1,0
Julian Mitchell,0,0,1,0
"Paris, Texas",0,0,1,0
Indiana Jones And The Temple Of Doom,0,0,1,0
The Sunshine Boys/The Bad News Bears,0,0,1,0
Death In Venice,0,0,1,0
Three Into Two Won't Go,0,0,1,0
Butch Cassidy And The Sundance Kid/Tell Them Willie Boy Is Here/Downhill Racer,0,0,1,0
Bob And Carol And Ted And Alice/M*A*S*H,0,0,1,0
Patton: Lust For Glory,0,0,1,0
M*A*S*H,0,0,1,0
Sad Song Of Yellow Skin,0,0,1,0
"Barry Hines, Ken Loach, Tony Garnett",0,0,1,0
"James Poe,  Robert E Thompson",0,0,1,0
The Railway Children,0,0,1,0
The Watermelon Man,0,0,1,0
Airport,0,0,1,0
Gumshoe,0,0,1,0
"Goodbye, Columbus",0,0,1,0
Little Big Man,0,0,1,0
Nanette Newman,0,0,1,0
Death In Venice (Morte A Venezia),0,0,1,0
The Hellstrom Chronicle,0,0,1,0
Death Of A Legend,0,0,1,0
Neville Smith,0,0,1,0
"Milos Forman, John Guare, Jean-Claude Carrière, John Klein",0,0,1,0
Get Carter,0,0,1,0
10 Rillington Place,0,0,1,0
Deep End,0,0,1,0
The Raging Moon,0,0,1,0
The French Connection/The Poseidon Adventure,0,0,1,0
Easy Rider,0,0,1,0
"Costa-Gavras, Jorge Semprun",0,0,1,0
They Might Be Giants/The Hospital,0,0,1,0
A Plague On Your Children,0,0,1,0
Bonnie And Clyde,0,0,1,0
Chimes At Midnight,0,0,1,0
A  Man And A Woman (Un Homme Et Une Femme),0,0,1,0
"My Sister, My Love (Syskonbädd 1782)/ Persona",0,0,1,0
Barefoot In The Park,0,0,1,0
To Die In Madrid,0,0,1,0
Famine,0,0,1,0
The Things I Cannot Change,0,0,1,0
Guess Who's Coming To Dinner?,0,0,1,0
If...,0,0,1,0
In Need Of Special Care,0,0,1,0
Inside North Vietnam,0,0,1,0
Music!,0,0,1,0
David Sherwin,0,0,1,0
The Lion In Winter,0,0,1,0
No Way To Treat A Lady,0,0,1,0
Twisted Nerve/Charlie Bubbles,0,0,1,0
Interlude,0,0,1,0
Games,0,0,1,0
Midnight Cowboy/John And Mary,0,0,1,0
The Secret Life Of An American Wife/Hello Dolly!,0,0,1,0
Inadmissible Evidence,0,0,1,0
Z,0,0,1,0
The Nightcomers/The Godfather,0,0,1,0
Young Winston,0,0,1,0
All The President's Men/Marathon Man,0,0,1,0
Barry Lyndon,0,0,1,0
"Mel Brooks, Norman Steinberg, Andrew Bergman, Richard Pryor, Alan Uger",0,0,1,0
"Louis Malle, Patrick Modiano",0,0,1,0
The Last Detail,0,0,1,0
Stardust,0,0,1,0
American Graffiti,0,0,1,0
"Summer Wishes, Winter Dreams",0,0,1,0
The Tamarind Seed,0,0,1,0
The Godfather Part II/Dog Day Afternoon,0,0,1,0
French Connection 2/Night Moves,0,0,1,0
Lenny,0,0,1,0
Dog Day Afternoon,0,0,1,0
Location North Sea,0,0,1,0
Sea Area Forties,0,0,1,0
Leaving Lily,0,0,1,0
The Living Woodland,0,0,1,0
Waiting On Weather,0,0,1,0
The Early Americans,0,0,1,0
Seven Green Bottles,0,0,1,0
"Peter Benchley, Carl Gottlieb",0,0,1,0
Joan Tewkesbury,0,0,1,0
The Towering Inferno,0,0,1,0
The Taking Of Pelham 123,0,0,1,0
The Day Of The Locust,0,0,1,0
Shampoo,0,0,1,0
Cree Hunters Of Mistassini,0,0,1,0
Murder On The Orient Express/Serpico,0,0,1,0
Dorothy Tutin,0,0,1,0
A Clockwork Orange,0,0,1,0
The French Connection,0,0,1,0
Jay Presson Allen,0,0,1,0
The Boyfriend,0,0,1,0
The Godfather,0,0,1,0
Lady Caroline Lamb,0,0,1,0
The Poseidon Adventure,0,0,1,0
Pete 'N' Tillie/Charley Varrick,0,0,1,0
Last Tango In Paris,0,0,1,0
Sleuth,0,0,1,0
Don't Look Now/ Steelyard Blues,0,0,1,0
The Discreet Charm Of The Bourgeoisie (Le Charme Discret De La Bourgeoisie),0,0,1,0
Lacombe Lucien,0,0,1,0
Don't Look Now,0,0,1,0
Grierson,0,0,1,0
Kenneth Ross,0,0,1,0
Anthony Schaffer,0,0,1,0
O Lucky Man!,0,0,1,0
The Offence,0,0,1,0
A Doll's House,0,0,1,0
That'll Be The Day,0,0,1,0
Cries And Whispers (Viskningar Och Rop),0,0,1,0
The Last Detail/Chinatown,0,0,1,0
Serpico,0,0,1,0
Carol Burnett,0,0,0,16
Ted Danson,0,0,0,12
Julianna Margulies,0,0,0,12
Ed Asner,0,0,0,11
Carroll O'Connor,0,0,0,11
Edie Falco,0,0,0,11
Michael J. Fox,0,0,0,10
Julia Louis-Dreyfus,0,0,0,9
Debra Messing,0,0,0,9
Sarah Jessica Parker,0,0,0,9
Kelsey Grammer,0,0,0,9
Rob Reiner,0,0,0,9
Jean Stapleton,0,0,0,9
Beatrice Arthur,0,0,0,9
David Duchovny,0,0,0,8
Jane Seymour,0,0,0,8
Donald Sutherland,0,0,0,8
Martin Sheen,0,0,0,8
Kyra Sedgwick,0,0,0,8
Bob Newhart,0,0,0,7
Jim Carrey,0,0,0,7
Lucille Ball,0,0,0,7
Hugh Laurie,0,0,0,7
Tom Selleck,0,0,0,7
Sharon Gless,0,0,0,7
Tina Fey,0,0,0,6
Susan Dey,0,0,0,6
Jon Hamm,0,0,0,6
Richard Chamberlain,0,0,0,6
Joan Collins,0,0,0,6
John Forsythe,0,0,0,6
Kiefer Sutherland,0,0,0,6
Idris Elba,0,0,0,6
Liev Schreiber,0,0,0,6
James Brolin,0,0,0,6
Jeremy Piven,0,0,0,6
Danny DeVito,0,0,0,6
Mike Connors,0,0,0,6
Eric McCormack,0,0,0,6
Sean P. Hayes,0,0,0,6
Tony Randall,0,0,0,6
Kirstie Alley,0,0,0,6
Farrah Fawcett,0,0,0,6
Heather Locklear,0,0,0,6
Rob Lowe,0,0,0,6
Rhea Perlman,0,0,0,6
Henry Winkler,0,0,0,6
Michael C. Hall,0,0,0,5
Stefanie Powers,0,0,0,5
John Ritter,0,0,0,5
Marilu Henner,0,0,0,5
Robert Young,0,0,0,5
Claire Danes,0,0,0,5
Gavin MacLeod,0,0,0,5
Robert Wagner,0,0,0,5
Cynthia Nixon,0,0,0,5
Valerie Harper,0,0,0,5
Bill Cosby,0,0,0,5
Tim Allen,0,0,0,5
Isabel Sanford,0,0,0,5
Peter Strauss,0,0,0,5
Katey Sagal,0,0,0,5
Jason Robards Jr.,0,0,0,5
John Goodman,0,0,0,5
Steve Martin,0,0,0,5
Calista Flockhart,0,0,0,5
Dean Martin,0,0,0,5
Linda Evans,0,0,0,5
Roseanne Barr,0,0,0,5
Daniel J. Travanti,0,0,0,5
Mary-Louise Parker,0,0,0,5
John Hillerman,0,0,0,5
Tony Shalhoub,0,0,0,5
Tyne Daly,0,0,0,5
Matt LeBlanc,0,0,0,5
Gillian Anderson,0,0,0,5
Cybill Shepherd,0,0,0,5
David Hyde-Pierce,0,0,0,5
Danny Kaye,0,0,0,5
Nancy Walker,0,0,0,4
Julie Kavner,0,0,0,4
Jennifer Garner,0,0,0,4
Hal Linden,0,0,0,4
Anthony Edwards,0,0,0,4
Betty White,0,0,0,4
Elizabeth Montgomery,0,0,0,4
Redd Foxx,0,0,0,4
Bruce Willis,0,0,0,4
Damian Lewis,0,0,0,4
Michael Learned,0,0,0,4
Kim Cattrall,0,0,0,4
Sofia Vergara,0,0,0,4
Loretta Swit,0,0,0,4
Elisabeth Moss,0,0,0,4
James Gandolfini,0,0,0,4
David Carradine,0,0,0,4
Cameron Diaz,0,0,0,4
Megan Mullally,0,0,0,4
Jason Alexander,0,0,0,4
Jeff Daniels,0,0,0,4
Angie Dickinson,0,0,0,4
Beau Bridges,0,0,0,4
Jason Bateman,0,0,0,4
Jennifer Aniston,0,0,0,4
Polly Holliday,0,0,0,4
Caitriona Balfe,0,0,0,4
Robin Wright,0,0,0,4
Larry Hagman,0,0,0,4
Jimmy Smits,0,0,0,4
Armand Assante,0,0,0,4
Jill Eikenberry,0,0,0,4
Christina Applegate,0,0,0,4
Beth Howland,0,0,0,4
Gail Fisher,0,0,0,4
Paul Reiser,0,0,0,4
Steve Buscemi,0,0,0,4
Bill Paxton,0,0,0,4
Pat Harrington,0,0,0,4
Sally Struthers,0,0,0,4
Richard Gere,0,0,0,4
Craig T. Nelson,0,0,0,4
Harvey Korman,0,0,0,4
Shelley Long,0,0,0,4
Mark Harmon,0,0,0,4
Kate Jackson,0,0,0,4
Sela Ward,0,0,0,4
Neil Patrick Harris,0,0,0,4
Raul Julia,0,0,0,4
Jacqueline Bisset,0,0,0,4
Peggy Lipton,0,0,0,4
Jerry Seinfeld,0,0,0,4
Susan St. James,0,0,0,3
Harry Hamlin,0,0,0,3
Bradley Whitford,0,0,0,3
Park Overall,0,0,0,3
Scott Bakula,0,0,0,3
Amy Brenneman,0,0,0,3
Patrick Swayze,0,0,0,3
Charlie Sheen,0,0,0,3
Marg Helgenberger,0,0,0,3
Marcia Cross,0,0,0,3
Rue McClanahan,0,0,0,3
Ricky Gervais,0,0,0,3
Richard Mulligan,0,0,0,3
Penny Marshall,0,0,0,3
Jonathan Rhys Meyers,0,0,0,3
Kelly MacDonald,0,0,0,3
Valerie Bertinelli,0,0,0,3
Katherine Helmond,0,0,0,3
Louis Gossett Jr.,0,0,0,3
Billy Crystal,0,0,0,3
Linda Lavin,0,0,0,3
Linda Kelsey,0,0,0,3
Flip Wilson,0,0,0,3
Larry Drake,0,0,0,3
Meg Ryan,0,0,0,3
James Spader,0,0,0,3
Tony Danza,0,0,0,3
Vic Tayback,0,0,0,3
Andie MacDowell,0,0,0,3
Zach Braff,0,0,0,3
Loni Anderson,0,0,0,3
Sada Thompson,0,0,0,3
Estelle Getty,0,0,0,3
Vicki Lawrence,0,0,0,3
Robert Blake,0,0,0,3
Kieran Culkin,0,0,0,3
Sam Neill,0,0,0,3
Drew Barrymore,0,0,0,3
Richard Kiley,0,0,0,3
Debbie Allen,0,0,0,3
Sarah Paulson,0,0,0,3
Dabney Coleman,0,0,0,3
Larry David,0,0,0,3
Jane Kaczmarek,0,0,0,3
Mandy Patinkin,0,0,0,3
Bernadette Peters,0,0,0,3
Evan Rachel Wood,0,0,0,3
Robert Guillaume,0,0,0,3
Michael Chiklis,0,0,0,3
Sônia Braga,0,0,0,3
Jeffrey Tambor,0,0,0,3
Kevin Bacon,0,0,0,3
Bob Odenkirk,0,0,0,3
Alberto Sordi,0,0,0,3
Christian Slater,0,0,0,3
Dylan McDermott,0,0,0,3
Ellen DeGeneres,0,0,0,3
Keri Russell,0,0,0,3
Patrick Stewart,0,0,0,3
Gina Rodriguez,0,0,0,3
Marlo Thomas,0,0,0,3
Amy Poehler,0,0,0,3
Lena Dunham,0,0,0,3
Ben Gazzara,0,0,0,3
Richard Crenna,0,0,0,3
Kathy Baker,0,0,0,3
Claire Foy,0,0,0,3
Jenna Elfman,0,0,0,3
Lance Henriksen,0,0,0,3
Noah Wyle,0,0,0,3
Efrem Zimbalist Jr.,0,0,0,3
Rachel Brosnahan,0,0,0,3
Glenn Ford,0,0,0,3
Zooey Deschanel,0,0,0,3
Ewan McGregor,0,0,0,3
Janine Turner,0,0,0,3
Peter Graves,0,0,0,3
Linda Hamilton,0,0,0,3
Denise Nicholas,0,0,0,3
Amanda Blake,0,0,0,3
Eric Stonestreet,0,0,0,3
Rob Morrow,0,0,0,3
Jim Parsons,0,0,0,3
Thomas Jane,0,0,0,3
Ann Jillian,0,0,0,2
Brian Cox,0,0,0,2
Nell Carter,0,0,0,2
Anthony Andrews,0,0,0,2
Maria Bello,0,0,0,2
Hope Davis,0,0,0,2
Linda Cristal,0,0,0,2
Jack Black,0,0,0,2
January Jones,0,0,0,2
Rachel Ward,0,0,0,2
Jan-Michael Vincent,0,0,0,2
Earl Holliman,0,0,0,2
Bernie Mac,0,0,0,2
Steven Bauer,0,0,0,2
Taina Elg,0,0,0,2
Michael Imperioli,0,0,0,2
Andre Braugher,0,0,0,2
Sherry Stringfield,0,0,0,2
Marilyn Monroe,0,0,0,2
Joely Richardson,0,0,0,2
Chrissy Metz,0,0,0,2
Frances O'Connor,0,0,0,2
Blair Brown,0,0,0,2
Treat Williams,0,0,0,2
Matthew Rhys,0,0,0,2
Stephen Boyd,0,0,0,2
William Conrad,0,0,0,2
Linda Gray,0,0,0,2
Susan Ruttan,0,0,0,2
Lilli Palmer,0,0,0,2
Jack Klugman,0,0,0,2
Patrick Wilson,0,0,0,2
Lee Pace,0,0,0,2
Thandie Newton,0,0,0,2
Corbin Bernsen,0,0,0,2
Julie Sommars,0,0,0,2
Ken Wahl,0,0,0,2
Hermione Gingold,0,0,0,2
Bonnie Franklin,0,0,0,2
Issa Rae,0,0,0,2
Anthony Anderson,0,0,0,2
Harry Guardino,0,0,0,2
Donald Glover,0,0,0,2
Fran Drescher,0,0,0,2
Alison Brie,0,0,0,2
Michael Constantine,0,0,0,2
Roma Downey,0,0,0,2
Simon Baker,0,0,0,2
Peter Krause,0,0,0,2
Lea Michele,0,0,0,2
Ashley Judd,0,0,0,2
Henry Gibson,0,0,0,2
Brooke Shields,0,0,0,2
Rutger Hauer,0,0,0,2
Bill Hader,0,0,0,2
Sue Ane Langdon,0,0,0,2
Matthew Morrison,0,0,0,2
Don Johnson,0,0,0,2
Leelee Sobieski,0,0,0,2
Cantinflas,0,0,0,2
Michael Tucker,0,0,0,2
Jennifer Lopez,0,0,0,2
Chad Everett,0,0,0,2
Edward Woodward,0,0,0,2
Kim Delaney,0,0,0,2
Jan Niklas,0,0,0,2
Joseph Gordon-Levitt,0,0,0,2
Kirk Cameron,0,0,0,2
John Lone,0,0,0,2
Pat Morita,0,0,0,2
Richard Benjamin,0,0,0,2
Christine Baranski,0,0,0,2
Ed O'Neill,0,0,0,2
Bonnie Hunt,0,0,0,2
Blair Underwood,0,0,0,2
Ellen Barkin,0,0,0,2
Stacy Keach,0,0,0,2
Billy Porter,0,0,0,2
Jane Lynch,0,0,0,2
Frankie Muniz,0,0,0,2
Nathan Lane,0,0,0,2
Pierce Brosnan,0,0,0,2
Bruce Weitz,0,0,0,2
Dennis Quaid,0,0,0,2
Gilbert Roland,0,0,0,2
Bob Hope,0,0,0,2
Tim Conway,0,0,0,2
Ben Affleck,0,0,0,2
Fred Savage,0,0,0,2
David Janssen,0,0,0,2
Yvette Mimieux,0,0,0,2
Daniel Brühl,0,0,0,2
Oscar Isaac,0,0,0,2
Demi Moore,0,0,0,2
Chris Noth,0,0,0,2
David Spade,0,0,0,2
Paul Mann,0,0,0,2
Kyle MacLachlan,0,0,0,2
Jason Lee,0,0,0,2
Sandra Oh,0,0,0,2
Elizabeth Perkins,0,0,0,2
Dana Delaney,0,0,0,2
Patricia Richardson,0,0,0,2
Tom Skerritt,0,0,0,2
David Oyelowo,0,0,0,2
Taylor Schilling,0,0,0,2
Lindsay Wagner,0,0,0,2
Matthew Modine,0,0,0,2
Susan Blakely,0,0,0,2
Dick Van Dyke,0,0,0,2
Kerry Washington,0,0,0,2
Geraldine Chaplin,0,0,0,2
Katherine Heigl,0,0,0,2
Richard Thomas,0,0,0,2
Ray Romano,0,0,0,2
Ted Knight,0,0,0,2
Jason Priestley,0,0,0,2
Barbara Eden,0,0,0,2
Kate Reid,0,0,0,2
Dominic West,0,0,0,2
Ruth Wilson,0,0,0,2
Audra Lindley,0,0,0,2
Will Geer,0,0,0,2
Jimmie Walker,0,0,0,2
Nancy Sinatra,0,0,0,2
Hayden Panettiere,0,0,0,2
Rupert Everett,0,0,0,2
Lee Meriwether,0,0,0,2
Jean Marsh,0,0,0,2
Louis C.K.,0,0,0,2
John Corbett,0,0,0,2
Connie Britton,0,0,0,2
Raquel Welch,0,0,0,2
Shailene Woodley,0,0,0,2
Juliet Mills,0,0,0,2
Thomas Gibson,0,0,0,2
Raymond Burr,0,0,0,2
Faith Ford,0,0,0,2
Garry Shandling,0,0,0,2
John Frankenheimer,0,0,0,2
Michael Moriarty,0,0,0,2
Kristy McNichol,0,0,0,2
Teri Hatcher,0,0,0,2
Brett Butler,0,0,0,2
Andy Kaufman,0,0,0,2
Aziz Ansari,0,0,0,2
Romola Garai,0,0,0,2
George Hamilton,0,0,0,2
Herschel Bernardi,0,0,0,2
Gael García Bernal,0,0,0,2
Robert Urich,0,0,0,2
Edgar Ramírez,0,0,0,2
Rachel Bloom,0,0,0,2
Jeff Conway,0,0,0,2
Gina Lollobrigida,0,0,0,2
Bridget Fonda,0,0,0,2
Dennis Franz,0,0,0,2
Mariska Hargitay,0,0,0,2
John Turturro,0,0,0,2
Joanne Froggatt,0,0,0,2
Rose Byrne,0,0,0,2
Ray Sharkey,0,0,0,2
Patrick Dempsey,0,0,0,2
Paul Le Mat,0,0,0,2
Edward Zwick,0,0,0,2
Camryn Manheim,0,0,0,2
Uzo Aduba,0,0,0,2
John Mahoney,0,0,0,2
Denis Leary,0,0,0,2
Dolly Parton,0,0,0,2
Tobias Menzies,0,0,0,2
Will Ferrell,0,0,0,2
William Shatner,0,0,0,2
Ian McShane,0,0,0,2
Alan Cumming,0,0,0,2
Wendie Malick,0,0,0,1
Ving Rhames,0,0,0,1
Shekhar Kapur,0,0,0,1
Christopher Reeve,0,0,0,1
Jena Malone,0,0,0,1
Nancy Marchand,0,0,0,1
Thora Birch,0,0,0,1
Kevin Anderson,0,0,0,1
John Cusack,0,0,0,1
Stephen Fry,0,0,0,1
Jane Horrocks,0,0,0,1
Susan Sullivan,0,0,0,1
Joe Mantegna,0,0,0,1
Sarah Michelle Gellar,0,0,0,1
Björk,0,0,0,1
Eriq La Salle,0,0,0,1
Christina Ricci,0,0,0,1
Jessica Alba,0,0,0,1
Gloria Reuben,0,0,0,1
Della Reese,0,0,0,1
Brian Dennehy,0,0,0,1
William O. Campbell,0,0,0,1
István Szabó,0,0,0,1
Jane Krakowski,0,0,0,1
Joely Fisher,0,0,0,1
Tom Sizemore,0,0,0,1
Benicio del Toro,0,0,0,1
"Deep End, The",0,0,0,1
Masi Oka,0,0,0,1
John Cameron Mitchell,0,0,0,1
Martin Freeman,0,0,0,1
Matt Bomer,0,0,0,1
Colin Hanks,0,0,0,1
Amy Schumer,0,0,0,1
Paul Dano,0,0,0,1
Sarah Hay,0,0,0,1
Eva Green,0,0,0,1
Wagner Moura,0,0,0,1
Maura Tierney,0,0,0,1
Judith Light,0,0,0,1
Ben Mendelsohn,0,0,0,1
Joel Edgerton,0,0,0,1
Lily Collins,0,0,0,1
Ryan Reynolds,0,0,0,1
Aaron Taylor-Johnson,0,0,0,1
Simon Helberg,0,0,0,1
Michelle Monaghan,0,0,0,1
Allison Tolman,0,0,0,1
Ava DuVernay,0,0,0,1
Sienna Miller,0,0,0,1
Toby Jones,0,0,0,1
Michelle Dockery,0,0,0,1
Archie Panjabi,0,0,0,1
Max Greenfield,0,0,0,1
Danny Huston,0,0,0,1
Julie Delpy,0,0,0,1
Rebecca Ferguson,0,0,0,1
Tatiana Maslany,0,0,0,1
Michael Sheen,0,0,0,1
Andy Samberg,0,0,0,1
Monica Potter,0,0,0,1
Corey Stoll,0,0,0,1
Aaron Paul,0,0,0,1
Josh Charles,0,0,0,1
Riley Keough,0,0,0,1
Tom Hiddleston,0,0,0,1
Darren Criss,0,0,0,1
Richard Madden,0,0,0,1
Stephan James,0,0,0,1
Kristen Bell,0,0,0,1
Alex Borstein,0,0,0,1
Yvonne Strahovski,0,0,0,1
Ben Whishaw,0,0,0,1
Awkwafina,0,0,0,1
Beanie Feldstein,0,0,0,1
Daniel Craig,0,0,0,1
Roman Griffin Davis,0,0,0,1
Kaitlyn Dever,0,0,0,1
Joey King,0,0,0,1
Merritt Wever,0,0,0,1
Christopher Abbott,0,0,0,1
Jared Harris,0,0,0,1
Jodie Comer,0,0,0,1
Kit Harington,0,0,0,1
Phoebe Waller-Bridge,0,0,0,1
Natasha Lyonne,0,0,0,1
Ramy Youssef,0,0,0,1
Ben Platt,0,0,0,1
Paul Rudd,0,0,0,1
Stellan Skarsgård,0,0,0,1
Peter Farrelly,0,0,0,1
Courtney B. Vance,0,0,0,1
Tracee Ellis Ross,0,0,0,1
Lena Headey,0,0,0,1
Mandy Moore,0,0,0,1
Ansel Elgort,0,0,0,1
Armie Hammer,0,0,0,1
Jessica Biel,0,0,0,1
Lin-Manuel Miranda,0,0,0,1
Katherine Langford,0,0,0,1
Freddie Highmore,0,0,0,1
Pamela Adlon,0,0,0,1
Frankie Shaw,0,0,0,1
Ann Dowd,0,0,0,1
Alexander Skarsgård,0,0,0,1
David Harbour,0,0,0,1
Alfred Molina,0,0,0,1
David Thewlis,0,0,0,1
John David Washington,0,0,0,1
Elsie Fisher,0,0,0,1
Constance Wu,0,0,0,1
Guy Pearce,0,0,0,1
Peter Dinklage,0,0,0,1
Johnny Galecki,0,0,0,1
Michael Ealy,0,0,0,1
Ben Shenkman,0,0,0,1
Emmy Rossum,0,0,0,1
Marc Forster,0,0,0,1
Blythe Danner,0,0,0,1
Mos Def,0,0,0,1
Julian McMahon,0,0,0,1
Drea de Matteo,0,0,0,1
Nicollette Sheridan,0,0,0,1
Oliver Platt,0,0,0,1
Ziyi Zhang,0,0,0,1
S. Epatha Merkerson,0,0,0,1
Polly Walker,0,0,0,1
Matthew Fox,0,0,0,1
Wentworth Miller,0,0,0,1
Eva Longoria,0,0,0,1
Naveen Andrews,0,0,0,1
Beyoncé,0,0,0,1
Aaron Eckhart,0,0,0,1
Kristin Davis,0,0,0,1
Alicia Silverstone,0,0,0,1
Bitty Schram,0,0,0,1
Hayden Christensen,0,0,0,1
Baz Luhrmann,0,0,0,1
Hannah Taylor Gordon,0,0,0,1
Barry Pepper,0,0,0,1
Lauren Graham,0,0,0,1
Tom Cavanagh,0,0,0,1
Tammy Blanchard,0,0,0,1
Ron Livingston,0,0,0,1
Nia Vardalos,0,0,0,1
Adam Sandler,0,0,0,1
Reba McEntire,0,0,0,1
Michael Gambon,0,0,0,1
Linus Roache,0,0,0,1
Parker Posey,0,0,0,1
Dennis Haysbert,0,0,0,1
Peter Sarsgaard,0,0,0,1
Troy Garity,0,0,0,1
Frances Conroy,0,0,0,1
Amber Tamblyn,0,0,0,1
Anthony LaPaglia,0,0,0,1
William L. Petersen,0,0,0,1
Matthew Perry,0,0,0,1
Mireille Enos,0,0,0,1
Ellen Pompeo,0,0,0,1
Courteney Cox,0,0,0,1
Jane Adams,0,0,0,1
Michael Emerson,0,0,0,1
Mila Kunis,0,0,0,1
Jennifer Love Hewitt,0,0,0,1
Hayley Atwell,0,0,0,1
Piper Perabo,0,0,0,1
Julia Stiles,0,0,0,1
Chris Colfer,0,0,0,1
Scott Caan,0,0,0,1
Kristen Wiig,0,0,0,1
Owen Wilson,0,0,0,1
Hugh Bonneville,0,0,0,1
Madeleine Stowe,0,0,0,1
Callie Thorne,0,0,0,1
Michael Stuhlbarg,0,0,0,1
Tobey Maguire,0,0,0,1
James Nesbitt,0,0,0,1
Evangeline Lilly,0,0,0,1
Justin Kirk,0,0,0,1
James McAvoy,0,0,0,1
Nikki Blonsky,0,0,0,1
Joe Wright,0,0,0,1
Tim Burton,0,0,0,1
Bryce Dallas Howard,0,0,0,1
Adam Beach,0,0,0,1
Jason Isaacs,0,0,0,1
Anna Friel,0,0,0,1
Jaime Pressly,0,0,0,1
Kevin Dillon,0,0,0,1
Andy Serkis,0,0,0,1
Rebecca Hall,0,0,0,1
Gabriel Byrne,0,0,0,1
Kevin Connolly,0,0,0,1
Melissa George,0,0,0,1
