nominee,oscar_nomination,emmy_nomination,bafta_nomination,golden_globe_nomination,director_count,writer_count,actor_count
"Lawrence Kasdan, Meg Kasdan",1,0,0,0,0,1,0
Callie Khouri,1,0,0,0,2,1,0
Michael Douglas,1,0,2,9,0,0,35
"Oliver Stone, Richard Boyle",1,0,0,0,0,1,0
Hanif Kureishi,1,0,0,0,0,4,0
Peter Fonda,1,0,0,3,0,1,23
"Screenplay by Paul Hogan, Ken Shadie, John Cornell;  Story by Paul Hogan",1,0,0,0,0,0,0
Robert Forster,1,0,0,0,0,0,24
Jaye Davidson,1,0,1,0,0,0,1
James Coburn,1,0,0,0,0,0,24
Lindsay Crouse,1,0,0,0,0,0,15
Bob Hoskins,1,0,1,3,0,0,35
Oprah Winfrey,1,0,0,1,0,0,11
Michael Tolkin,1,0,1,0,2,6,0
Meg Tilly,1,0,0,1,0,0,7
Amy Madigan,1,0,0,2,0,0,11
"Brian Helgeland, Curtis Hanson",1,0,0,0,0,0,0
"Hilary Henkin, David Mamet",1,0,0,0,0,0,0
Hossein Amini,1,0,0,0,1,9,0
"Screenplay by Mark Andrus, James L. Brooks;  Story by Mark Andrus",1,0,0,0,0,0,0
Margaret Avery,1,0,0,0,0,0,6
Martin Brest,1,0,0,0,5,1,0
Peter Barnes,1,0,0,0,0,1,2
Simon Beaufoy,1,0,0,0,0,8,0
"Ben Affleck, Matt Damon",1,0,0,0,0,0,0
Laurence Fishburne,1,0,0,1,0,0,46
Eric Roberts,1,0,0,2,0,0,60
Robert Loggia,1,0,0,0,0,0,31
William Hickey,1,0,0,0,0,0,14
Klaus Maria Brandauer,1,0,1,2,0,0,9
"Screenplay by Lowell Ganz, Babaloo Mandel, Bruce Jay Friedman;  Screen Story by Bruce Jay Friedman;  Based on a story by Brian Grazer",1,0,0,0,0,0,0
Don Ameche,1,0,0,0,0,0,8
James Garner,1,0,0,11,0,0,14
Joan Plowright,1,0,0,2,0,0,13
Catherine Deneuve,1,0,1,0,0,0,33
Hector Babenco,1,0,0,0,6,3,0
Gloria Stuart,1,0,0,1,0,0,3
Dexter Gordon,1,0,0,1,0,0,1
"Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace",1,0,0,0,0,0,0
Minnie Driver,1,0,0,1,0,0,22
"Luis Puenzo, Aida Bortnik",1,0,0,0,0,0,0
Christine Lahti,1,0,0,8,1,0,11
"Terry Gilliam, Tom Stoppard, Charles McKeown",1,0,0,0,0,0,0
"P.H. Vazak, Michael Austin",1,0,0,0,0,0,0
Bruce Robinson,1,0,1,0,3,6,2
David Paymer,1,0,0,2,0,0,33
Peter Cattaneo,1,0,0,0,4,1,0
David Webb Peoples,1,0,0,0,0,6,0
"Robert Zemeckis, Bob Gale",1,0,0,0,0,6,0
Charles Fuller,1,0,0,0,0,1,0
Leonard Schrader,1,0,0,0,0,3,0
Curtis Hanson,1,0,0,1,9,1,1
Liam Neeson,1,0,1,3,0,0,55
Menno Meyjes,1,0,0,0,4,5,0
"Screenplay by Daniel Petrie, Jr.;  Story by Danilo Bach, Daniel Petrie, Jr.",1,0,0,0,0,0,0
"Gregory Nava, Anna Thomas",1,0,0,0,0,2,0
Akira Kurosawa,1,0,0,0,9,10,0
"Richard Condon, Janet Roach",1,0,1,0,0,0,0
Anne Ramsey,1,0,0,1,0,0,6
Sally Kirkland,1,0,0,2,0,0,19
Christopher Hampton,1,0,1,0,1,10,1
Pauline Collins,1,0,1,1,0,0,6
Dan Aykroyd,1,0,0,0,1,7,48
Danny Aiello,1,0,0,1,0,0,19
Daniel Day Lewis,1,0,0,0,0,0,0
Naomi Foner,1,0,0,0,0,5,0
"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",1,0,0,0,0,0,0
Tim Roth,1,0,1,1,1,0,38
"Nicholas Pileggi, Martin Scorsese",1,0,1,0,0,0,0
Donald E. Westlake,1,0,0,0,0,6,0
Elisabeth Shue,1,0,1,1,0,0,29
Sharon Stone,1,0,0,4,0,0,34
Rosemary Harris,1,0,0,2,0,0,14
Gary Sinise,1,0,0,3,0,0,15
Chazz Palminteri,1,0,0,0,0,2,24
"Screenplay by John Cleese;  Story by John Cleese, Charles Crichton",1,0,0,0,0,0,0
Samuel L. Jackson,1,0,0,4,0,0,84
Ron Shelton,1,0,0,0,6,8,0
Nigel Hawthorne,1,0,1,0,0,0,10
"Gary Ross, Anne Spielberg",1,0,0,0,0,1,0
"Jean-Claude Carrière, Philip Kaufman",1,0,1,0,0,0,0
Christine Edzard,1,0,1,0,0,0,0
"Screenplay by Anna Hamilton Phelan;  Story by Anna Hamilton Phelan, Tab Murphy",1,0,0,0,0,0,0
Nicholas Kazan,1,0,0,0,0,4,0
Kathleen Quinlan,1,0,0,2,0,0,15
Mira Sorvino,1,0,1,3,0,0,19
Uma Thurman,1,0,1,4,0,0,30
James Cromwell,1,0,0,0,0,0,33
Massimo Troisi,1,0,1,0,1,1,3
Phil Alden Robinson,1,0,0,0,2,3,0
Bruce Davison,1,0,0,1,0,0,32
Jeremy Irons,1,0,0,6,0,0,32
Gerard Depardieu,1,0,2,0,0,0,0
Alan Bennett,1,0,2,0,0,2,0
Nora Ephron,1,0,0,0,6,9,0
Eric Roth,1,0,1,0,0,12,0
"Woody Allen, Douglas McGrath",1,0,0,0,0,1,0
Krzysztof Kieslowski,1,0,0,0,2,4,0
Tom Schulman,1,0,0,0,1,6,0
Lorraine Bracco,1,0,0,4,0,0,16
"Jim Sheridan, Shane Connaughton",1,0,0,0,0,0,0
Richard Curtis,1,0,0,0,3,10,0
Brenda Fricker,1,0,0,1,0,0,10
"Roger L. Simon, Paul Mazursky",1,0,0,0,0,1,0
Alfred Uhry,1,0,1,0,0,2,0
"Frances Walsh, Peter Jackson",1,0,0,0,0,0,0
Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,1,0,0,0,0,0,0
"Oliver Stone, Ron Kovic",1,0,1,0,0,0,0
"Krzysztof Piesiewicz, Krzysztof Kieslowski",1,0,0,0,0,0,0
Robert Zemeckis,1,0,0,1,19,11,0
Jennifer Tilly,1,0,0,0,0,0,26
Barbet Schroeder,1,0,0,1,8,0,2
Michael Blake,1,0,1,0,0,1,1
Lena Olin,1,0,1,1,0,0,19
Bruce Joel Rubin,1,0,0,0,1,6,0
Mare Winningham,1,0,0,1,0,0,14
Scott Hicks,1,0,0,1,5,1,0
"Frank Galati, Lawrence Kasdan",1,0,1,0,0,0,0
Edward James Olmos,1,0,0,4,1,0,15
John Patrick Shanley,1,0,0,0,2,6,0
"Lasse Hallström, Reidar Jönsson, Brasse Brännström, Per Berglund",1,0,0,0,0,0,0
"Terry George, Jim Sheridan",1,0,1,0,0,0,0
"Mark Peploe, Bernardo Bertolucci",1,0,0,0,0,0,0
"Stanley Kubrick, Michael Herr, Gustav Hasford",1,0,0,0,0,0,0
"Jay Cocks, Martin Scorsese",1,0,0,0,0,1,0
James Dearden,1,0,0,0,2,3,0
Tony Huston,1,0,0,0,0,0,0
Kristin Scott Thomas,1,0,1,2,0,0,32
Jonathan Demme,1,0,0,1,9,2,1
Lauren Bacall,1,0,1,1,0,0,14
Adrian Lyne,1,0,0,1,7,0,0
Barbara Hershey,1,0,1,3,0,0,28
Agnieszka Holland,1,0,0,0,5,1,0
Ann Sothern,1,0,0,1,0,0,2
Andy Garcia,1,0,0,2,1,0,38
Marianne Jean-Baptiste,1,0,0,1,0,0,12
Olympia Dukakis,1,0,1,2,0,0,19
Anne Archer,1,0,1,1,0,0,13
"Fannie Flagg, Carol Sobieski",1,0,0,0,0,0,0
Rosie Perez,1,0,0,1,0,0,11
Joel Coen,1,0,0,1,17,19,0
Norma Aleandro,1,0,0,1,0,0,10
"Oliver Stone, Zachary Sklar",1,0,1,0,0,1,0
Armin Mueller-Stahl,1,0,0,0,0,0,16
William H. Macy,1,0,0,5,2,0,38
William Nicholson,1,0,1,0,1,8,0
River Phoenix,1,0,0,1,0,0,10
Charles Crichton,1,0,0,0,3,1,0
Whit Stillman,1,0,0,0,5,5,0
"Screenplay by Nora Ephron, David S. Ward, Jeff Arch;  Story by Jeff Arch",1,0,0,0,0,0,0
Ron Nyswaner,1,0,0,0,0,4,0
Melanie Griffith,1,0,1,5,0,0,19
Dean Stockwell,1,0,0,5,0,0,18
Chris Noonan,1,0,0,0,2,0,1
Harvey Keitel,1,0,0,1,0,0,58
Michael Lerner,1,0,0,0,0,0,26
Michael Radford,1,0,0,0,6,3,0
"William Broyles, Jr., Al Reinert",1,0,0,0,0,0,0
Juliette Lewis,1,0,0,1,0,0,31
"Cuba Gooding, Jr.",1,0,0,0,0,0,0
"George Miller, Chris Noonan",1,0,1,0,0,0,0
"Anna Pavignano, Michael Radford, Furio Scarpelli, Giacomo Scarpelli, Massimo Troisi",1,0,1,0,0,0,0
Kate Nelligan,1,0,1,0,0,0,10
Randall Wallace,1,0,0,0,4,4,0
"Stephen J. Rivele, Christopher Wilkinson, Oliver Stone",1,0,0,0,0,0,0
"Screenplay by Joss Whedon, Andrew Stanton, Joel Cohen, Alec Sokolow;  Story by John Lasseter, Peter Docter, Andrew Stanton, Joe Ranft",1,0,0,0,0,0,0
Christopher McQuarrie,1,0,0,0,4,10,0
Jeff Maguire,1,0,0,0,0,3,0
Kevin Kline,1,0,1,4,0,0,32
Mercedes Ruehl,1,0,0,1,0,0,13
Gary Ross,1,0,0,0,5,7,0
Richard Barthelmess,1,0,0,0,0,0,1
David Strathairn,1,0,0,2,0,0,40
Bill Condon,1,0,0,0,9,7,1
Ruth Negga,1,0,0,1,0,0,8
Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,1,0,0,0,0,0,0
Screenplay by Scott Neustadter & Michael H. Weber,1,0,0,0,0,0,0
Screenplay by James Ivory,1,0,0,0,0,0,0
Guillermo del Toro,1,0,0,1,10,9,1
Greta Gerwig,1,0,1,1,1,1,8
Jordan Peele,1,0,0,0,2,3,5
Laurie Metcalf,1,0,0,3,0,0,14
Lesley Manville,1,0,0,0,0,0,14
Allison Janney,1,0,0,6,0,0,33
Mary J. Blige,1,0,0,1,0,0,3
Timothée Chalamet,1,0,1,2,0,0,7
Written by Mike Mills,1,0,0,0,0,0,0
"Written by Yorgos Lanthimos, Efthimis Filippou",1,0,0,0,0,0,0
Written by Taylor Sheridan,1,0,0,0,0,0,0
Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,1,0,0,0,0,0,0
Screenplay by Luke Davies,1,0,0,0,0,0,0
Screenplay by Allison Schroeder and Theodore Melfi,1,0,0,0,0,0,0
Screenplay by August Wilson,1,0,0,0,0,0,0
Screenplay by Eric Heisserer,1,0,0,0,0,0,0
Barry Jenkins,1,0,1,1,3,3,0
Kenneth Lonergan,1,0,1,1,3,6,0
Damien Chazelle,1,0,1,1,4,4,0
Denis Villeneuve,1,0,1,0,5,1,0
Written for the screen by Aaron Sorkin,1,0,0,0,0,0,0
Screenplay by Virgil Williams and Dee Rees,1,0,0,0,0,0,0
Written by Emily V. Gordon & Kumail Nanjiani,1,0,0,0,0,0,0
Screenplay by Nicole Holofcener and Jeff Whitty,1,0,0,0,0,0,0
Cynthia Erivo,1,0,0,1,0,0,2
Jonathan Pryce,1,0,2,2,0,0,29
Antonio Banderas,1,0,0,5,1,0,52
Written by Adam McKay,1,0,0,0,0,0,0
Written by Alfonso Cuarón,1,0,0,0,0,0,0
"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",1,0,0,0,0,0,0
Written by Paul Schrader,1,0,0,0,0,0,0
Written by Deborah Davis and Tony McNamara,1,0,0,0,0,0,0
Screenplay by Eric Roth and Bradley Cooper & Will Fetters,1,0,0,0,0,0,0
Written for the screen by Barry Jenkins,1,0,0,0,0,0,0
Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,1,0,0,0,0,0,0
Written by Jordan Peele,1,0,0,0,0,0,0
Pawel Pawlikowski,1,0,0,0,2,2,0
Regina King,1,0,0,3,0,0,18
Marina de Tavira,1,0,0,0,0,0,2
Lady Gaga,1,0,1,2,0,0,2
Yalitza Aparicio,1,0,0,0,0,0,0
Richard E. Grant,1,0,0,1,1,1,27
Sam Elliott,1,0,0,2,0,0,25
Rami Malek,1,0,1,4,0,0,7
Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro,1,0,0,0,0,0,0
Written by Greta Gerwig,1,0,0,0,0,0,0
Naomie Harris,1,0,0,1,0,0,21
Isabelle Huppert,1,0,0,1,0,0,18
Scott Frank,1,0,0,0,2,12,0
Dev Patel,1,0,0,1,0,0,7
Screenplay by Anthony McCarten,1,0,0,0,0,0,0
Written for the screen by Paul Thomas Anderson,1,0,0,0,0,0,0
Written by Graham Moore,1,0,0,0,0,0,0
Written by Jason Hall,1,0,0,0,0,0,0
Morten Tyldum,1,0,0,0,3,0,0
Wes Anderson,1,0,0,1,8,8,1
Richard Linklater,1,0,0,1,16,12,3
Patricia Arquette,1,0,0,6,0,0,20
Rosamund Pike,1,0,0,2,0,0,19
Felicity Jones,1,0,0,1,0,0,12
Michael Keaton,1,0,0,2,1,0,35
Steve Carell,1,0,0,9,0,1,33
Written by Bob Nelson,1,0,0,0,0,0,0
Written by Spike Jonze,1,0,0,0,0,0,0
Written by Craig Borten & Melisa Wallack,1,0,0,0,0,0,0
Written by Eric Warren Singer and David O. Russell,1,0,0,0,0,0,0
Screenplay by Terence Winter,1,0,0,0,0,0,0
Screenplay by John Ridley,1,0,0,0,0,0,0
Screenplay by Steve Coogan and Jeff Pope,1,0,0,0,0,0,0
Screenplay by Billy Ray,1,0,0,0,0,0,0
"Written by Richard Linklater, Julie Delpy, Ethan Hawke",1,0,0,0,0,0,0
June Squibb,1,0,0,1,0,0,9
Lupita Nyong'o,1,0,0,1,0,0,7
"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",1,0,0,0,0,0,0
Written by Richard Linklater,1,0,0,0,0,0,0
Written by E. Max Frye and Dan Futterman,1,0,0,0,0,0,0
Tom McCarthy,1,0,0,1,3,4,12
Lucas Hedges,1,0,0,1,0,0,7
Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,1,0,0,0,0,0,0
Written by Josh Singer & Tom McCarthy,1,0,0,0,0,0,0
"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",1,0,0,0,0,0,0
Written by Alex Garland,1,0,0,0,0,0,0
Written by Matt Charman and Ethan Coen & Joel Coen,1,0,0,0,0,0,0
Screenplay by Emma Donoghue,1,0,0,0,0,0,0
Screenplay by Drew Goddard,1,0,0,0,0,0,0
Screenplay by Phyllis Nagy,1,0,0,0,0,0,0
Screenplay by Charles Randolph and Adam McKay,1,0,0,0,0,0,0
Lenny Abrahamson,1,0,0,0,1,0,0
Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,1,0,0,0,0,0,0
George Miller,1,0,0,1,13,9,0
Alicia Vikander,1,0,1,2,0,0,17
Rachel McAdams,1,0,0,0,0,0,26
Jennifer Jason Leigh,1,0,0,2,0,0,34
Charlotte Rampling,1,0,0,1,0,0,34
Brie Larson,1,0,1,1,0,0,15
Mark Rylance,1,0,0,2,0,0,7
Tom Hardy,1,0,0,0,0,0,23
Bryan Cranston,1,0,1,7,0,0,20
Written by Dan Gilroy,1,0,0,0,0,0,0
Florence Pugh,1,0,1,0,0,0,5
Todd Phillips,1,0,0,1,10,6,1
Bong Joon Ho,1,0,0,1,5,6,1
Screenplay by Steven Zaillian,1,0,0,0,0,0,0
Screenplay by Ehren Kruger and Eric Warren Singer and Christopher McQuarrie; Story by Peter Craig and Justin Marks,1,0,0,0,0,0,0
Written by Kazuo Ishiguro,1,0,0,0,0,0,0
"Screenplay - Edward Berger, Lesley Paterson & Ian Stokell",1,0,0,0,0,0,0
Ruben Östlund,1,0,0,0,0,0,0
Todd Field,1,0,0,0,2,1,7
Daniel Kwan and Daniel Scheinert,1,0,0,0,0,0,0
Martin McDonagh,1,0,0,1,3,3,0
Stephanie Hsu,1,0,0,0,0,0,0
Jamie Lee Curtis,1,0,1,7,0,0,21
Kerry Condon,1,0,0,0,0,0,6
Hong Chau,1,0,0,1,0,1,2
Michelle Yeoh,1,0,1,0,0,0,20
Andrea Riseborough,1,0,0,0,0,0,14
Ana de Armas,1,0,0,1,0,0,7
Ke Huy Quan,1,0,0,0,0,0,4
Barry Keoghan,1,0,0,0,0,0,3
Brian Tyree Henry,1,0,0,0,0,0,7
Brendan Gleeson,1,0,0,3,0,0,34
Bill Nighy,1,0,0,3,0,0,38
Paul Mescal,1,0,0,0,0,0,0
Brendan Fraser,1,0,0,0,0,0,29
Colin Farrell,1,0,0,2,0,0,35
Austin Butler,1,0,0,0,0,0,4
Screenplay by Sarah Polley,1,0,0,0,0,0,0
Written by Daniel Kwan & Daniel Scheinert,1,0,0,0,0,0,0
Written by Steven Spielberg & Tony Kushner,1,0,0,0,0,0,0
Justine Triet,1,0,0,0,0,0,0
Screenplay by Samy Burch; Story by Samy Burch & Alex Mechanik,1,0,0,0,0,0,0
Written by Bradley Cooper & Josh Singer,1,0,0,0,0,0,0
Written by David Hemingson,1,0,0,0,0,0,0
Screenplay - Justine Triet and Arthur Harari,1,0,0,0,0,0,0
Written by Jonathan Glazer,1,0,0,0,0,0,0
Screenplay by Tony McNamara,1,0,0,0,0,0,0
Written for the screen by Christopher Nolan,1,0,0,0,0,0,0
Written by Greta Gerwig & Noah Baumbach,1,0,0,0,0,0,0
Written for the screen by Cord Jefferson,1,0,0,0,0,0,0
Jonathan Glazer,1,0,0,0,2,1,0
Da'Vine Joy Randolph,1,0,0,0,0,0,2
Written by Todd Field,1,0,0,0,0,0,0
America Ferrera,1,0,0,3,0,0,12
Danielle Brooks,1,0,0,0,0,0,1
Emily Blunt,1,0,1,6,0,0,26
Sandra Hüller,1,0,0,0,0,0,5
Lily Gladstone,1,0,0,0,0,0,1
Sterling K. Brown,1,0,0,2,0,0,8
Jeffrey Wright,1,0,0,1,0,0,25
Cillian Murphy,1,0,0,1,0,0,17
Colman Domingo,1,0,0,0,0,0,4
Written by Ruben Östlund,1,0,0,0,0,0,0
"Written by Eskil Vogt, Joachim Trier",1,0,0,0,0,0,0
Written by Paul Thomas Anderson,1,0,0,0,0,0,0
Written by Zach Baylin,1,0,0,0,0,0,0
Paul Raci,1,0,0,0,0,0,1
Emerald Fennell,1,0,0,0,0,0,1
Chloé Zhao,1,0,0,0,1,1,0
Lee Isaac Chung,1,0,0,0,0,0,0
Thomas Vinterberg,1,0,0,0,8,4,0
Yuh-Jung Youn,1,0,0,0,0,0,0
Amanda Seyfried,1,0,0,0,0,0,21
Maria Bakalova,1,0,0,0,0,0,0
Vanessa Kirby,1,0,0,0,0,0,6
Andra Day,1,0,0,0,0,0,0
Lakeith Stanfield,1,0,0,0,0,0,5
"Leslie Odom, Jr.",1,0,0,0,0,0,0
Screenplay by Christopher Hampton and Florian Zeller,1,0,0,0,0,0,0
Sacha Baron Cohen,1,0,0,3,0,5,14
Steven Yeun,1,0,0,0,0,0,2
Chadwick Boseman,1,0,0,0,0,0,10
Riz Ahmed,1,0,0,1,0,0,9
"Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho",1,0,0,0,0,0,0
Written by Sam Mendes & Krysty Wilson-Cairns,1,0,0,0,0,0,0
Written by Anthony McCarten,1,0,0,0,0,0,0
Written for the screen by Greta Gerwig,1,0,0,0,0,0,0
Written by Todd Phillips & Scott Silver,1,0,0,0,0,0,0
Screenplay by Taika Waititi,1,0,0,0,0,0,0
Screenplay by Sacha Baron Cohen & Anthony Hines & Dan Swimer & Peter Baynham & Erica Rivinoja & Dan Mazer & Jena Friedman & Lee Kern; Story by Sacha Baron Cohen & Anthony Hines & Dan Swimer & Nina Pedrad,1,0,0,0,0,0,0
Written for the screen by Chloé Zhao,1,0,0,0,0,0,0
Screenplay by Adam McKay; Story by Adam McKay & David Sirota,1,0,0,0,0,0,0
Jessie Buckley,1,0,1,0,0,0,0
Written by Kenneth Branagh,1,0,0,0,0,0,0
Written by Jane Campion,1,0,0,0,0,0,0
Written by Maggie Gyllenhaal,1,0,0,0,0,0,0
Screenplay by Jon Spaihts and Denis Villeneuve and Eric Roth,1,0,0,0,0,0,0
"Screenplay by Ryusuke Hamaguchi, Takamasa Oe",1,0,0,0,0,0,0
Screenplay by Siân Heder,1,0,0,0,0,0,0
Ryusuke Hamaguchi,1,0,0,0,0,0,0
Aunjanue Ellis,1,0,0,0,0,0,14
Kirsten Dunst,1,0,0,3,0,0,33
Ariana DeBose,1,0,0,0,0,0,0
Kristen Stewart,1,0,0,0,0,0,28
Screenplay by Kemp Powers,1,0,0,0,0,0,0
Kodi Smit-McPhee,1,0,0,0,0,0,10
Jesse Plemons,1,0,0,0,0,0,15
Troy Kotsur,1,0,0,0,0,0,1
Ciarán Hinds,1,0,0,0,0,0,36
Written by Aaron Sorkin,1,0,0,0,0,0,0
Screenplay by Darius Marder & Abraham Marder; Story by Darius Marder & Derek Cianfrance,1,0,0,0,0,0,0
Written by Emerald Fennell,1,0,0,0,0,0,0
Written by Lee Isaac Chung,1,0,0,0,0,0,0
Screenplay by Will Berson & Shaka King; Story by Will Berson & Shaka King and Kenny Lucas & Keith Lucas,1,0,0,0,0,0,0
Written for the screen by Ramin Bahrani,1,0,0,0,0,0,0
Jared Leto,1,0,0,1,0,0,15
Barkhad Abdi,1,0,0,1,0,0,2
Matthew McConaughey,1,0,0,2,0,0,41
Screenplay by Tony Kushner and Eric Roth,1,0,0,0,0,0,0
Written by Jim Sheridan & Naomi Sheridan & Kirsten Sheridan,1,0,0,0,0,0,0
"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton",1,0,0,0,0,0,0
Written by Steven Knight,1,0,0,0,0,0,0
Written by Denys Arcand,1,0,0,0,0,0,0
Written for the Screen by Gary Ross,1,0,0,0,0,0,0
Screenplay by Brian Helgeland,1,0,0,0,0,0,0
"Screenplay by Fran Walsh, Philippa Boyens & Peter Jackson",1,0,0,0,0,0,0
Screenplay by Braulio Mantovani,1,0,0,0,0,0,0
Written by Robert Pulcini & Shari Springer Berman,1,0,0,0,0,0,0
Sofia Coppola,1,0,0,1,6,6,2
Fernando Meirelles,1,0,0,1,3,0,0
Patricia Clarkson,1,0,0,2,0,0,40
Shohreh Aghdashloo,1,0,0,0,0,0,10
Keisha Castle-Hughes,1,0,0,0,0,0,7
Ken Watanabe,1,0,0,1,0,0,13
Alec Baldwin,1,0,0,11,1,0,58
Bill Murray,1,0,0,6,1,0,44
Written by Carlos Cuarón and Alfonso Cuarón,1,0,0,0,0,0,0
Written by Pedro Almodóvar,1,0,0,0,0,0,0
Written by Nia Vardalos,1,0,0,0,0,0,0
Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,1,0,0,0,0,0,0
Written by Todd Haynes,1,0,0,0,0,0,0
Screenplay by Bill Condon,1,0,0,0,0,0,0
Written by Sofia Coppola,1,0,0,0,0,0,0
Don Cheadle,1,0,0,5,1,1,27
Alan Alda,1,0,1,14,1,1,20
Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth,1,0,0,0,0,0,0
Screenplay by Jeffrey Caine,1,0,0,0,0,0,0
Screenplay by Dan Futterman,1,0,0,0,0,0,0
Screenplay by Larry McMurtry & Diana Ossana,1,0,0,0,0,0,0
Paul Haggis,1,0,0,0,3,7,0
Felicity Huffman,1,0,0,7,0,0,10
Jake Gyllenhaal,1,0,1,2,0,0,29
Matt Dillon,1,0,0,1,1,1,35
Terrence Howard,1,0,0,1,0,0,32
Written by Brad Bird,1,0,0,0,0,0,0
Written by Keir Pearson & Terry George,1,0,0,0,0,0,0
Written by John Logan,1,0,0,0,0,0,0
Thomas Haden Church,1,0,0,2,0,0,22
Screenplay by Alexander Payne & Jim Taylor,1,0,0,0,0,0,0
Screenplay by José Rivera,1,0,0,0,0,0,0
Screenplay by Paul Haggis,1,0,0,0,0,0,0
Screenplay by Richard Linklater & Julie Delpy & Ethan Hawke; Story by Richard Linklater & Kim Krizan,1,0,0,0,0,0,0
Taylor Hackford,1,0,0,0,11,1,0
Sophie Okonedo,1,0,0,1,0,0,10
Virginia Madsen,1,0,0,1,0,0,25
Imelda Staunton,1,0,0,1,0,0,23
Catalina Sandino Moreno,1,0,0,0,0,0,10
Clive Owen,1,0,0,3,0,0,21
Screenplay by Charlie Kaufman and Donald Kaufman,1,0,0,0,0,0,0
Screenplay by Peter Hedges and Chris Weitz & Paul Weitz,1,0,0,0,0,0,0
Pedro Almodóvar,1,0,0,0,7,7,0
Spike Jonze,1,0,0,1,4,3,3
Written by Ethan Coen & Joel Coen,1,0,0,0,0,0,0
Written by Wang Hui Ling and James Schamus and Tsai Kuo Jung,1,0,0,0,0,0,0
Screenplay by Robert Nelson Jacobs,1,0,0,0,0,0,0
Kate Hudson,1,0,1,1,0,0,24
Charlie Kaufman,1,0,0,0,2,7,0
Alan Ball,1,0,0,0,0,1,0
"Eric Roth, Michael Mann",1,0,0,0,0,0,0
"Alexander Payne, Jim Taylor",1,0,0,0,0,2,0
John Irving,1,0,0,0,0,5,0
Michael Mann,1,0,0,1,11,6,2
Chloë Sevigny,1,0,0,2,0,0,19
Screenplay by Steve Kloves,1,0,0,0,0,0,0
Toni Collette,1,0,0,6,0,0,31
Haley Joel Osment,1,0,0,1,0,0,11
Michael Clarke Duncan,1,0,0,1,0,0,26
Andrew Niccol,1,0,0,0,5,7,0
"Marc Norman, Tom Stoppard",1,0,0,0,0,1,0
Robert Rodat,1,0,0,0,0,6,0
"Vincenzo Cerami, Roberto Benigni",1,0,0,0,0,1,0
"Screenplay by Warren Beatty, Jeremy Pikser;  Story by Warren Beatty",1,0,0,0,0,0,0
Scott B. Smith,1,0,0,0,0,2,0
Elaine May,1,0,0,1,2,5,1
Screenplay by Stephen Gaghan,1,0,0,0,0,0,0
Written by Cameron Crowe,1,0,0,0,0,0,0
Rob Marshall,1,0,0,1,6,0,0
Written by Julian Fellowes,1,0,0,0,0,0,0
Catherine Zeta-Jones,1,0,0,2,0,0,19
Queen Latifah,1,0,0,3,0,0,27
Diane Lane,1,0,0,3,0,0,36
Salma Hayek,1,0,0,1,0,0,31
John C. Reilly,1,0,0,3,0,0,40
Chris Cooper,1,0,0,1,0,0,32
Adrien Brody,1,0,0,1,0,0,33
Written by Wes Anderson & Owen Wilson,1,0,0,0,0,0,0
Written by Milo Addica & Will Rokos,1,0,0,0,0,0,0
Screenplay by Christopher Nolan; Story by Jonathan Nolan,1,0,0,0,0,0,0
Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,1,0,0,0,0,0,0
Written by Lee Hall,1,0,0,0,0,0,0
Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman,1,0,0,0,0,0,0
"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson",1,0,0,0,0,0,0
Screenplay by Rob Festinger and Todd Field,1,0,0,0,0,0,0
Written by Daniel Clowes & Terry Zwigoff,1,0,0,0,0,0,0
Written by Akiva Goldsman,1,0,0,0,0,0,0
Jennifer Connelly,1,0,0,1,0,0,25
Halle Berry,1,0,0,4,0,0,27
Jim Broadbent,1,0,0,3,0,0,42
Screenplay by David Franzoni and John Logan and William Nicholson;  Story by David Franzoni,1,0,0,0,0,0,0
Written by Susannah Grant,1,0,0,0,0,0,0
Screenplay by Josh Olson,1,0,0,0,0,0,0
Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis,1,0,0,0,0,0,0
